,Ensembl,Symbol,s22mo_C_M-s06mo_C_M_logFC,s22mo_C_M-s06mo_C_M_logCPM,s22mo_C_M-s06mo_C_M_LR,s22mo_C_M-s06mo_C_M_PValue,s22mo_C_M-s06mo_C_M_FDR,s22mo_C_M-s06mo_C_M_Status,Description
3631,ENSMUSG00000024966,Stip1, 0.185170169, 6.305406688, 2.662966988780,0.10270898672204503699,0.5466400515539952,NS,stress-induced phosphoprotein 1
2579,ENSMUSG00000021917,Spcs1,-0.185573175, 5.259941459, 2.661651731167,0.10279393968205444154,0.5466938040956743,NS,signal peptidase complex subunit 1 homolog (S. cerevisiae)
10951,ENSMUSG00000055782,Abcd2, 0.217724931, 5.466026272, 2.661632621069,0.10279517457665356128,0.5466938040956743,NS,ATP-binding cassette, sub-family D (ALD), member 2
13776,ENSMUSG00000104245,Gm38155,-0.673554865,-0.471529302, 2.659326760639,0.10294429850519142000,0.5472843394449133,NS,predicted gene, 38155
6148,ENSMUSG00000031149,Praf2, 0.370377013, 1.479433246, 2.656078400573,0.10315477730607558460,0.5477196171626373,NS,PRA1 domain family 2
7754,ENSMUSG00000036552,Ermard,-0.296482792, 2.547941284, 2.656997891723,0.10309515075755437685,0.5477196171626373,NS,ER membrane associated RNA degradation
10363,ENSMUSG00000050295,Foxc1, 0.468858631, 1.109328328, 2.653949391720,0.10329298277736584377,0.5477196171626373,NS,forkhead box C1
11648,ENSMUSG00000063049,Ing2,-0.229574090, 4.164418546, 2.654391991037,0.10326423458515938958,0.5477196171626373,NS,inhibitor of growth family, member 2
11969,ENSMUSG00000068580,Zfyve19,-0.250381055, 3.252916399, 2.655040160952,0.10322214975024146533,0.5477196171626373,NS,zinc finger, FYVE domain containing 19
12722,ENSMUSG00000079941,Cox5b-ps, 0.577123576, 0.047503731, 2.656376123103,0.10313546666320934364,0.5477196171626373,NS,cytochrome c oxidase subunit 5B, pseudogene
12980,ENSMUSG00000086700,Gm15747, 0.472687663, 0.988803873, 2.655195845988,0.10321204411835088743,0.5477196171626373,NS,predicted gene 15747
3901,ENSMUSG00000025626,Phf6, 0.333750047, 2.182334818, 2.651538102033,0.10344975744060334877,0.5482908520020788,NS,PHD finger protein 6
12667,ENSMUSG00000079311,Gm3222,-0.595736120,-0.072613283, 2.651119181445,0.10347702092064284263,0.5482908520020788,NS,predicted pseudogene 3222
4621,ENSMUSG00000027408,Cpxm1,-0.356702874, 2.358993636, 2.650414625847,0.10352289135489672889,0.5483317172023097,NS,carboxypeptidase X 1 (M14 family)
9980,ENSMUSG00000047368,Abhd17b,-0.218839506, 4.057411429, 2.649011610098,0.10361430169199585538,0.5484884907772758,NS,abhydrolase domain containing 17B
13786,ENSMUSG00000104453,Gm37829, 0.208865223, 5.783480951, 2.648788783477,0.10362882758944355621,0.5484884907772758,NS,predicted gene, 37829
14000,ENSMUSG00000109536,9330162G02Rik,-0.353137415, 2.505332460, 2.647018673601,0.10374429893789517687,0.5488974873849608,NS,RIKEN cDNA 9330162G02 gene
11100,ENSMUSG00000057219,Armc7,-0.501109969, 0.560796555, 2.645989807054,0.10381148075276465381,0.5490507833703453,NS,armadillo repeat containing 7
3442,ENSMUSG00000024524,Gnal, 0.463761254, 1.119579592, 2.639507085686,0.10423587979040851992,0.5502827305614146,NS,guanine nucleotide binding protein, alpha stimulating, olfactory type
6801,ENSMUSG00000032602,Slc25a20,-0.274072941, 6.436395249, 2.640216604086,0.10418933785730333241,0.5502827305614146,NS,solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20
6867,ENSMUSG00000032840,Spring1, 0.225788637, 3.608287060, 2.639673593350,0.10422495542372496591,0.5502827305614146,NS,SREBF pathway regulator in golgi 1
6898,ENSMUSG00000032965,Ift57,-0.283187720, 2.643139348, 2.639899389237,0.10421014323150842862,0.5502827305614146,NS,intraflagellar transport 57
10807,ENSMUSG00000054342,Kcnn4, 0.720429432,-0.421837666, 2.641530338281,0.10410322154930498617,0.5502827305614146,NS,potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4
3056,ENSMUSG00000022983,Scaf4,-0.222596489, 4.052769306, 2.638828055269,0.10428044314340859100,0.5503158163682634,NS,SR-related CTD-associated factor 4
529,ENSMUSG00000004043,Stat5a,-0.228191466, 3.817361951, 2.638132002757,0.10432614528076737670,0.5503548853467795,NS,signal transducer and activator of transcription 5A
296,ENSMUSG00000002129,Sf3a1, 0.197087508, 4.174333637, 2.633802558035,0.10461090556699363663,0.5503805442463916,NS,splicing factor 3a, subunit 1
4350,ENSMUSG00000026773,Pfkfb3,-0.530778447, 7.922371701, 2.633400177412,0.10463741453591801633,0.5503805442463916,NS,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
5181,ENSMUSG00000028693,Nasp,-0.255294860, 3.508569057, 2.636030802914,0.10446424116982283570,0.5503805442463916,NS,nuclear autoantigenic sperm protein (histone-binding)
7215,ENSMUSG00000034271,Jdp2, 0.348115654, 2.184790335, 2.636756157185,0.10441654653159940236,0.5503805442463916,NS,Jun dimerization protein 2
10165,ENSMUSG00000048755,Mcat,-0.186065573, 4.653389430, 2.633520523372,0.10462948533284407993,0.5503805442463916,NS,malonyl CoA:ACP acyltransferase (mitochondrial)
12251,ENSMUSG00000072946,Ptgr2, 0.277360501, 5.962534485, 2.634381255628,0.10457279367637431489,0.5503805442463916,NS,prostaglandin reductase 2
13598,ENSMUSG00000099708,Gm29361,-0.698564096,-0.740978438, 2.634521529781,0.10456355778587553274,0.5503805442463916,NS,predicted gene 29361
14322,ENSMUSG00000118030,Gm50163,-0.332849775, 2.097751053, 2.634744343083,0.10454888921349671238,0.5503805442463916,NS,predicted gene, 50163
2729,ENSMUSG00000022257,Laptm4b, 0.187897522, 4.447415049, 2.630902873694,0.10480210240359111307,0.5509139787489526,NS,lysosomal-associated protein transmembrane 4B
5925,ENSMUSG00000030555,Ttc23, 0.265121572, 3.065297227, 2.630339287800,0.10483930805611588188,0.5509139787489526,NS,tetratricopeptide repeat domain 23
6118,ENSMUSG00000031066,Usp11, 0.374462367, 1.391842090, 2.630119165683,0.10485384355451533855,0.5509139787489526,NS,ubiquitin specific peptidase 11
6298,ENSMUSG00000031530,Dusp4, 0.437682676, 1.274548551, 2.628106137907,0.10498687389953374749,0.5514113223451389,NS,dual specificity phosphatase 4
8050,ENSMUSG00000037703,Lzts3, 0.300199659, 2.591190451, 2.627318204376,0.10503899460798626908,0.5514835047558505,NS,leucine zipper, putative tumor suppressor family member 3
8755,ENSMUSG00000040111,Gramd1b,-0.257955005, 4.119232427, 2.626584715097,0.10508753939009093936,0.5515368667040200,NS,GRAM domain containing 1B
2255,ENSMUSG00000021111,Papola, 0.192781609, 5.491484547, 2.625517830854,0.10515819326563685676,0.5517061837266162,NS,poly (A) polymerase alpha
5511,ENSMUSG00000029415,Sdad1,-0.186017962, 4.787748174, 2.624129398849,0.10525021945363689790,0.5517860830166954,NS,SDA1 domain containing 1
11580,ENSMUSG00000062312,Erbb2,-0.384160408, 2.306547813, 2.624616012558,0.10521795633397816594,0.5517860830166954,NS,erb-b2 receptor tyrosine kinase 2
11828,ENSMUSG00000066279,Chrna10, 0.334169264, 2.976229418, 2.621558443779,0.10542085718707380759,0.5524791093283190,NS,cholinergic receptor, nicotinic, alpha polypeptide 10
336,ENSMUSG00000002455,Prpf6,-0.181604796, 5.874194825, 2.619528840915,0.10555577884018894907,0.5529795376419783,NS,pre-mRNA splicing factor 6
2069,ENSMUSG00000020706,Ftsj3,-0.201303467, 5.215789436, 2.618964785792,0.10559330906677720507,0.5529795376419783,NS,FtsJ RNA methyltransferase homolog 3 (E. coli)
10231,ENSMUSG00000049303,Syt12,-0.497448506, 0.889774254, 2.617433812621,0.10569524834726666540,0.5533117372496255,NS,synaptotagmin XII
14172,ENSMUSG00000113948,Rpl17-ps3,-0.485474995, 0.850249315, 2.616765907242,0.10573975437668532706,0.5533431428962011,NS,ribosomal protein L17, pseudogene 3
13880,ENSMUSG00000107002,0610012G03Rik,-0.189751991, 6.070422850, 2.615408567534,0.10583026434264504456,0.5536151796883179,NS,RIKEN cDNA 0610012G03 gene
7882,ENSMUSG00000037035,Inhbb, 0.558362092, 1.503818626, 2.613159619621,0.10598041545199604618,0.5539835234194788,NS,inhibin beta-B
9554,ENSMUSG00000044098,Rsbn1,-0.235554132, 3.672451213, 2.613340970317,0.10596829890979768407,0.5539835234194788,NS,rosbin, round spermatid basic protein 1
13610,ENSMUSG00000099927,Gm8226,-0.314141567, 2.085741153, 2.612622184553,0.10601633190003942331,0.5539835234194788,NS,predicted gene 8226
5653,ENSMUSG00000029714,Gigyf1,-0.194889054, 5.678815603, 2.610755904311,0.10614115792911629765,0.5544341837300623,NS,GRB10 interacting GYF protein 1
5383,ENSMUSG00000029110,Rnf4,-0.188637476, 4.466974657, 2.609499056242,0.10622531294830930837,0.5545309281962965,NS,ring finger protein 4
8243,ENSMUSG00000038319,Kcnh2, 0.624056822, 0.259571340, 2.609326721356,0.10623685771220627017,0.5545309281962965,NS,potassium voltage-gated channel, subfamily H (eag-related), member 2
1221,ENSMUSG00000015342,Xk,-0.306106450, 2.576896343, 2.603941826515,0.10659828762314171868,0.5551375354317654,NS,X-linked Kx blood group
2949,ENSMUSG00000022750,Klhl22,-0.188031009, 4.875380156, 2.602677834818,0.10668332107843721268,0.5551375354317654,NS,kelch-like 22
3126,ENSMUSG00000023243,Kcnk5, 0.484346629, 0.699665651, 2.605072847219,0.10652226265290738738,0.5551375354317654,NS,potassium channel, subfamily K, member 5
3241,ENSMUSG00000024053,Emilin2, 0.280871954, 2.980078451, 2.606994292638,0.10639324321286985908,0.5551375354317654,NS,elastin microfibril interfacer 2
4112,ENSMUSG00000026181,Ppm1f, 0.190686294, 4.633926973, 2.602635141503,0.10668619451650086793,0.5551375354317654,NS,protein phosphatase 1F (PP2C domain containing)
4181,ENSMUSG00000026365,Cfh, 0.281492208, 3.671510801, 2.605912715167,0.10646584687586241325,0.5551375354317654,NS,complement component factor h
4827,ENSMUSG00000027935,Rab13, 0.299881271, 2.599710198, 2.605714275882,0.10647917352132452162,0.5551375354317654,NS,RAB13, member RAS oncogene family
10875,ENSMUSG00000054939,Zfp174,-0.330400090, 2.023434567, 2.603876578446,0.10660267528463723830,0.5551375354317654,NS,zinc finger protein 174
11415,ENSMUSG00000060519,Tor3a,-0.257227425, 3.241354092, 2.602418798078,0.10670075663622378970,0.5551375354317654,NS,torsin family 3, member A
2871,ENSMUSG00000022554,Hgh1,-0.378216629, 1.765010058, 2.601228809622,0.10678089399532630921,0.5552317017236874,NS,HGH1 homolog
4032,ENSMUSG00000026012,Cd28, 0.451613733, 1.730441835, 2.601002638938,0.10679613246793820402,0.5552317017236874,NS,CD28 antigen
12718,ENSMUSG00000079671,2610203C22Rik,-0.575626325,-0.085594887, 2.599788418018,0.10687798259765374231,0.5554562784550757,NS,RIKEN cDNA 2610203C22 gene
2795,ENSMUSG00000022412,Mief1,-0.189257294, 4.692730728, 2.597332700953,0.10704373192599045406,0.5555140584241541,NS,mitochondrial elongation factor 1
8731,ENSMUSG00000040006,Ginm1,-0.180725973, 5.885139148, 2.598132861191,0.10698969392245301357,0.5555140584241541,NS,glycoprotein integral membrane 1
10788,ENSMUSG00000054091,1810037I17Rik, 0.208507614, 4.020327670, 2.597835409398,0.10700977852878126861,0.5555140584241541,NS,RIKEN cDNA 1810037I17 gene
13118,ENSMUSG00000089817,Gm7162,-0.672265127,-0.471562931, 2.598245404322,0.10698209583871506889,0.5555140584241541,NS,predicted gene 7162
4188,ENSMUSG00000026387,Sctr,-0.257582697, 2.928416213, 2.595121747686,0.10719320217197406131,0.5556877039001685,NS,secretin receptor
9116,ENSMUSG00000041598,Cdc42ep4, 0.274477964, 3.476857001, 2.596146518125,0.10712389468747805787,0.5556877039001685,NS,CDC42 effector protein (Rho GTPase binding) 4
11817,ENSMUSG00000066151,Fkbp15, 0.206224040, 4.302859155, 2.595513690947,0.10716668837533067926,0.5556877039001685,NS,FK506 binding protein 15
11027,ENSMUSG00000056515,Rab31, 0.254259939, 3.318866615, 2.594105951973,0.10726195124504848966,0.5558435771335546,NS,RAB31, member RAS oncogene family
3977,ENSMUSG00000025877,Hk3, 0.813647998,-0.864571568, 2.591819727052,0.10741686008432284327,0.5562451457339529,NS,hexokinase 3
12484,ENSMUSG00000075376,Rc3h2, 0.194792235, 4.390096719, 2.591874014940,0.10741317882895003166,0.5562451457339529,NS,ring finger and CCCH-type zinc finger domains 2
2236,ENSMUSG00000021062,Rab15, 0.428399282, 2.734860362, 2.590872560515,0.10748110962707073390,0.5563773578317747,NS,RAB15, member RAS oncogene family
1377,ENSMUSG00000017446,C1qtnf1, 0.343467302, 2.822959038, 2.589132550425,0.10759925041352544350,0.5567883429752829,NS,C1q and tumor necrosis factor related protein 1
3572,ENSMUSG00000024846,Cst6,-0.258688657, 3.573099980, 2.585497415113,0.10784652405148831278,0.5578670088624503,NS,cystatin E/M
5759,ENSMUSG00000030088,Aldh1l1, 0.344093090, 2.884473815, 2.583808958355,0.10796159046859367392,0.5582612648555924,NS,aldehyde dehydrogenase 1 family, member L1
1783,ENSMUSG00000020122,Egfr,-0.236644977, 3.845195707, 2.581113274304,0.10814557780245556695,0.5582931491621151,NS,epidermal growth factor receptor
4599,ENSMUSG00000027361,Gabpb1,-0.293103596, 2.487377638, 2.582660119198,0.10803995961862639108,0.5582931491621151,NS,GA repeat binding protein, beta 1
6239,ENSMUSG00000031387,Renbp, 0.444911806, 1.108671492, 2.580321588605,0.10819967776625122324,0.5582931491621151,NS,renin binding protein
7773,ENSMUSG00000036615,Rfxap,-0.192621749, 4.220103409, 2.580304229598,0.10820086432960965284,0.5582931491621151,NS,regulatory factor X-associated protein
8846,ENSMUSG00000040446,Rprd1a, 0.194740387, 5.203751152, 2.582070262237,0.10808022153778476526,0.5582931491621151,NS,regulation of nuclear pre-mRNA domain containing 1A
10846,ENSMUSG00000054676,1600014C10Rik, 0.189348624, 4.706042106, 2.581496345505,0.10811941123790065611,0.5582931491621151,NS,RIKEN cDNA 1600014C10 gene
651,ENSMUSG00000005268,Prlr, 0.861320019,-0.780125986, 2.576843990725,0.10843767223952677226,0.5589129663134863,NS,prolactin receptor
1040,ENSMUSG00000011114,Tbrg1,-0.194239924, 4.832756722, 2.576926863467,0.10843199403988362794,0.5589129663134863,NS,transforming growth factor beta regulated gene 1
5143,ENSMUSG00000028630,Dyrk2,-0.185542744, 5.597471418, 2.577020419042,0.10842558427593823600,0.5589129663134863,NS,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
6578,ENSMUSG00000032118,Fez1, 0.539427124, 1.331470177, 2.572974492690,0.10870316302152205346,0.5599151747129055,NS,fasciculation and elongation protein zeta 1 (zygin I)
10526,ENSMUSG00000051705,Senp8, 0.388399410, 2.101912336, 2.572874336041,0.10871004435970817170,0.5599151747129055,NS,SUMO peptidase family member, NEDD8 specific
11346,ENSMUSG00000059811,Atl2, 0.225379537, 7.793716102, 2.571738296986,0.10878813028823428044,0.5601166005882934,NS,atlastin GTPase 2
2160,ENSMUSG00000020883,Fbxl20,-0.190446280, 5.162216394, 2.569851695561,0.10891794248416997171,0.5603833990324105,NS,F-box and leucine-rich repeat protein 20
3431,ENSMUSG00000024486,Hbegf,-0.190115838, 4.594741062, 2.570170851952,0.10889597019824380497,0.5603833990324105,NS,heparin-binding EGF-like growth factor
14059,ENSMUSG00000110702,Gm45767, 0.602649636, 0.220530045, 2.569284417458,0.10895700870604360655,0.5603837563013052,NS,predicted gene 45767
232,ENSMUSG00000001755,Coasy,-0.242149822, 3.368795188, 2.564728107448,0.10927134298885751718,0.5608782899378240,NS,Coenzyme A synthase
1477,ENSMUSG00000018433,Nol11,-0.217860837, 3.849056251, 2.554190412538,0.11000215080604661133,0.5608782899378240,NS,nucleolar protein 11
1623,ENSMUSG00000019731,Slc35e1, 0.183184831, 5.931290422, 2.565803976769,0.10919703030412714062,0.5608782899378240,NS,solute carrier family 35, member E1
2614,ENSMUSG00000021994,Wnt5a,-0.359216612, 2.104448540, 2.557729292445,0.10975612573047813236,0.5608782899378240,NS,wingless-type MMTV integration site family, member 5A
4769,ENSMUSG00000027777,Schip1, 0.193894769, 5.550973821, 2.564082229912,0.10931598188237975910,0.5608782899378240,NS,schwannomin interacting protein 1
5003,ENSMUSG00000028329,Xpa,-0.265358499, 3.007712470, 2.556777483514,0.10982223653642937677,0.5608782899378240,NS,xeroderma pigmentosum, complementation group A
5846,ENSMUSG00000030315,Vgll4, 0.248636706, 3.913246428, 2.565935721861,0.10918793419546157786,0.5608782899378240,NS,vestigial like family member 4
5982,ENSMUSG00000030697,Ppp4c,-0.200486856, 3.980391029, 2.565731958758,0.10920200301334764825,0.5608782899378240,NS,protein phosphatase 4, catalytic subunit
6272,ENSMUSG00000031479,Vps36,-0.177329164, 5.592001778, 2.553245081174,0.11006797339072119102,0.5608782899378240,NS,vacuolar protein sorting 36
7220,ENSMUSG00000034290,Nek9, 0.208210662, 8.155369226, 2.560863483723,0.10953873990553811280,0.5608782899378240,NS,NIMA (never in mitosis gene a)-related expressed kinase 9
7322,ENSMUSG00000034674,Tdg,-0.197616187, 4.003465614, 2.553267998429,0.11006637717046513503,0.5608782899378240,NS,thymine DNA glycosylase
7521,ENSMUSG00000035521,Gnptg,-0.231157779, 3.689982413, 2.560812891394,0.10954224520177321955,0.5608782899378240,NS,N-acetylglucosamine-1-phosphotransferase, gamma subunit
8266,ENSMUSG00000038383,Pigu,-0.199208650, 4.195955038, 2.562018839930,0.10945872444521487221,0.5608782899378240,NS,phosphatidylinositol glycan anchor biosynthesis, class U
8279,ENSMUSG00000038418,Egr1, 0.396890119, 1.453721171, 2.558165543354,0.10972583921001113905,0.5608782899378240,NS,early growth response 1
8725,ENSMUSG00000039988,Ankrd13c, 0.201159091, 4.199929458, 2.563023977076,0.10938916482628108229,0.5608782899378240,NS,ankyrin repeat domain 13c
8744,ENSMUSG00000040040,Ift88,-0.270367822, 2.610264937, 2.555567793272,0.10990632246634869651,0.5608782899378240,NS,intraflagellar transport 88
9152,ENSMUSG00000041741,Pde3a,-0.343118508, 1.964662627, 2.554074426663,0.11001022446978003799,0.5608782899378240,NS,phosphodiesterase 3A, cGMP inhibited
9452,ENSMUSG00000043192,Gpi-ps,-0.358876614, 1.520313600, 2.553717445148,0.11003507769414519468,0.5608782899378240,NS,glucose-6-phosphate isomerase, pseudogene
9830,ENSMUSG00000046223,Plaur, 0.610139682,-0.286614821, 2.553295454853,0.11006446482391966935,0.5608782899378240,NS,plasminogen activator, urokinase receptor
10285,ENSMUSG00000049690,Nckap5, 0.682933618,-0.176019083, 2.555765527524,0.10989257306135838399,0.5608782899378240,NS,NCK-associated protein 5
10531,ENSMUSG00000051736,Fam229b,-0.527710165, 0.249198508, 2.554065592919,0.11001083940478798007,0.5608782899378240,NS,family with sequence similarity 229, member B
10603,ENSMUSG00000052426,Gm9877, 0.732181179,-0.739952231, 2.564006239882,0.10932123514113763207,0.5608782899378240,NS,predicted gene 9877
10985,ENSMUSG00000056133,Unc93a2,-0.880558605,-0.538739137, 2.558682931430,0.10968993168767110502,0.5608782899378240,NS,unc-93 homolog A2
12410,ENSMUSG00000074652,Myh7b, 0.516448545, 2.611506814, 2.555931868784,0.10988100802535025191,0.5608782899378240,NS,myosin, heavy chain 7B, cardiac muscle, beta
13196,ENSMUSG00000090841,Myl6,-0.194336012, 6.565011398, 2.556135090918,0.10986688062713810543,0.5608782899378240,NS,myosin, light polypeptide 6, alkali, smooth muscle and non-muscle
13923,ENSMUSG00000107881,Gm44250, 0.184573543, 5.363127582, 2.563160343533,0.10937973145078143389,0.5608782899378240,NS,predicted gene, 44250
567,ENSMUSG00000004451,Ralb, 0.308215531, 2.820374056, 2.550105048788,0.11028692210955340358,0.5617947787005609,NS,v-ral simian leukemia viral oncogene B
8647,ENSMUSG00000039701,Usp53,-0.208850484, 4.003319698, 2.546462411648,0.11054151685736153532,0.5626927372441677,NS,ubiquitin specific peptidase 53
13212,ENSMUSG00000091133,Gm17108, 0.473833803, 0.639639662, 2.546548975216,0.11053545917910005680,0.5626927372441677,NS,predicted gene 17108
924,ENSMUSG00000008668,Rps18,-0.196504415, 7.288006453, 2.543231490426,0.11076787661102639737,0.5630892341795479,NS,ribosomal protein S18
1174,ENSMUSG00000014867,Surf4,-0.206852390, 6.933055888, 2.541996726003,0.11085451938023249685,0.5630892341795479,NS,surfeit gene 4
2421,ENSMUSG00000021536,Adcy2, 0.179802472, 5.471001641, 2.544388880935,0.11068673076698785918,0.5630892341795479,NS,adenylate cyclase 2
8743,ENSMUSG00000040037,Negr1, 0.744906278,-0.287282871, 2.542043702643,0.11085122169015619586,0.5630892341795479,NS,neuronal growth regulator 1
11028,ENSMUSG00000056529,Ptafr, 0.579058534, 1.293080627, 2.543175154443,0.11077182805487445494,0.5630892341795479,NS,platelet-activating factor receptor
11634,ENSMUSG00000062937,Mtap, 0.205782985, 4.047625356, 2.542230940284,0.11083807895917799358,0.5630892341795479,NS,methylthioadenosine phosphorylase
2296,ENSMUSG00000021221,Dpf3,-0.239755528, 3.527555174, 2.541311250657,0.11090265100757738803,0.5631346625367092,NS,D4, zinc and double PHD fingers, family 3
13436,ENSMUSG00000097274,Gm47512, 0.532494787, 0.436790761, 2.539442828988,0.11103396168508133934,0.5636022710754570,NS,predicted gene, 47512
132,ENSMUSG00000001054,Rmnd5b,-0.205961011, 3.747010980, 2.536453928196,0.11124437430155204032,0.5640725683533179,NS,required for meiotic nuclear division 5 homolog B
915,ENSMUSG00000008429,Herpud2,-0.177910040, 5.934851521, 2.537322071066,0.11118321360831145972,0.5640725683533179,NS,HERPUD family member 2
11320,ENSMUSG00000059495,Arhgef12, 0.186524784, 6.164372145, 2.536991490902,0.11120649862803730357,0.5640725683533179,NS,Rho guanine nucleotide exchange factor (GEF) 12
9894,ENSMUSG00000046721,Rpl14-ps1,-0.305650520, 2.306596226, 2.535295825688,0.11132602030631012779,0.5642874468436249,NS,ribosomal protein L14, pseudogene 1
1254,ENSMUSG00000015711,Prune1,-0.208554949, 6.590579498, 2.531697801029,0.11158010137612517365,0.5648796785785034,NS,prune exopolyphosphatase
2793,ENSMUSG00000022407,Adsl,-0.194234673, 7.087083535, 2.528239116920,0.11182494447220593659,0.5648796785785034,NS,adenylosuccinate lyase
4235,ENSMUSG00000026491,Ahctf1, 0.197426847, 5.418502571, 2.529758858135,0.11171728797360191976,0.5648796785785034,NS,AT hook containing transcription factor 1
6860,ENSMUSG00000032812,Arap1, 0.213535240, 4.474165747, 2.528492201245,0.11180700838335905223,0.5648796785785034,NS,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
6940,ENSMUSG00000033124,Atg9a,-0.198753462, 7.267307884, 2.528083764774,0.11183595584939751144,0.5648796785785034,NS,autophagy related 9A
7549,ENSMUSG00000035649,Zcchc7,-0.203974045, 4.533282291, 2.532991116386,0.11148869815199213829,0.5648796785785034,NS,zinc finger, CCHC domain containing 7
8499,ENSMUSG00000039145,Camk1d, 0.374947591, 1.687676491, 2.529188857865,0.11175765267681593562,0.5648796785785034,NS,calcium/calmodulin-dependent protein kinase ID
9197,ENSMUSG00000041954,Tnfrsf18,-0.523144818, 0.408817557, 2.529362170930,0.11174537777291589091,0.5648796785785034,NS,tumor necrosis factor receptor superfamily, member 18
9243,ENSMUSG00000042178,Armc5,-0.192608586, 4.090026336, 2.528451149627,0.11180991749682479830,0.5648796785785034,NS,armadillo repeat containing 5
11536,ENSMUSG00000061859,Patj, 0.347657102, 1.739075087, 2.528643984851,0.11179625299693028706,0.5648796785785034,NS,PATJ, crumbs cell polarity complex component
2807,ENSMUSG00000022434,Fam118a, 0.299866636, 2.281440952, 2.526460160564,0.11195110855278919693,0.5651890537750722,NS,family with sequence similarity 118, member A
13262,ENSMUSG00000092241,Gm20522,-0.438135709, 1.097019359, 2.525764339481,0.11200049900771268108,0.5651890537750722,NS,predicted gene 20522
13399,ENSMUSG00000097060,Gm26759, 0.475056011, 1.086138025, 2.525557293530,0.11201520008012565144,0.5651890537750722,NS,predicted gene, 26759
4229,ENSMUSG00000026480,Ncf2, 0.482427283, 0.714062192, 2.524359693354,0.11210027607561502683,0.5654197849092972,NS,neutrophil cytosolic factor 2
3355,ENSMUSG00000024286,Ccny, 0.204794920, 6.535985156, 2.522596199818,0.11222568196689701459,0.5657161819996316,NS,cyclin Y
4718,ENSMUSG00000027642,Rpn2, 0.175627716, 5.885267058, 2.522426250901,0.11223777556582810455,0.5657161819996316,NS,ribophorin II
3385,ENSMUSG00000024370,Cdc23,-0.195255523, 4.139793322, 2.520748689536,0.11235722819945996587,0.5661196946796072,NS,CDC23 cell division cycle 23
4333,ENSMUSG00000026737,Pip4k2a, 0.303756790, 2.293557338, 2.518639515019,0.11250761305223784536,0.5666787239960245,NS,phosphatidylinositol-5-phosphate 4-kinase, type II, alpha
9397,ENSMUSG00000042787,Exog, 0.439752863, 1.000429195, 2.515268012028,0.11274846299508049785,0.5676928567762112,NS,endo/exonuclease (5'-3'), endonuclease G-like
2156,ENSMUSG00000020873,Slc35b1,-0.181260473, 4.775125884, 2.514093820764,0.11283247695573456193,0.5679168805092489,NS,solute carrier family 35, member B1
5790,ENSMUSG00000030177,Ccdc77,-0.375815616, 2.576538439, 2.513006948121,0.11291030469345356146,0.5681096213042464,NS,coiled-coil domain containing 77
2131,ENSMUSG00000020827,Mink1, 0.180943924, 5.374529347, 2.509769164726,0.11314250354390530118,0.5690238207482554,NS,misshapen-like kinase 1 (zebrafish)
3248,ENSMUSG00000024067,Dpy30,-0.225145221, 3.669984195, 2.507716416801,0.11328998964236317026,0.5690238207482554,NS,dpy-30, histone methyltransferase complex regulatory subunit
7502,ENSMUSG00000035407,Kank4, 0.456003101, 1.699708076, 2.509199812670,0.11318338920948686765,0.5690238207482554,NS,KN motif and ankyrin repeat domains 4
8550,ENSMUSG00000039294,Cybc1, 0.341647910, 1.991656234, 2.507857758741,0.11327982769977075483,0.5690238207482554,NS,cytochrome b 245 chaperone 1
10279,ENSMUSG00000049670,Morn4, 0.334210125, 2.841195004, 2.508201122666,0.11325514533630820502,0.5690238207482554,NS,MORN repeat containing 4
13272,ENSMUSG00000092405,Gm20402,-0.663994085, 2.004774900, 2.506020299550,0.11341201234927654473,0.5694376720681705,NS,predicted gene 20402
39,ENSMUSG00000000317,Bcl6b,-0.379367974, 2.379836929, 2.501858134991,0.11371206267839278903,0.5699440400729109,NS,B cell CLL/lymphoma 6, member B
207,ENSMUSG00000001542,Ell2, 0.221412827, 4.862529985, 2.503102330709,0.11362227705996676141,0.5699440400729109,NS,elongation factor for RNA polymerase II 2
2353,ENSMUSG00000021356,Irf4, 0.551212813, 0.646280212, 2.503474244200,0.11359545362320820627,0.5699440400729109,NS,interferon regulatory factor 4
7291,ENSMUSG00000034575,Tent4a, 0.241302535, 3.173322982, 2.501321178267,0.11375083555526155354,0.5699440400729109,NS,terminal nucleotidyltransferase 4A
11745,ENSMUSG00000064023,Klk8, 0.598015800,-0.122337971, 2.502298198302,0.11368029719833928903,0.5699440400729109,NS,kallikrein related-peptidase 8
12031,ENSMUSG00000069729,Arid1b,-0.190137160, 5.853105835, 2.502801459294,0.11364398185287752363,0.5699440400729109,NS,AT rich interactive domain 1B (SWI-like)
7510,ENSMUSG00000035469,Rcbtb1,-0.201733684, 4.294305085, 2.499012899119,0.11391767915907183295,0.5705810559483661,NS,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1
5457,ENSMUSG00000029272,Sult1e1, 0.878040839,-0.953557164, 2.497873723825,0.11400011874753110397,0.5707950196522725,NS,sulfotransferase family 1E, member 1
