,Ensembl,Symbol,s28mo_C_F-s06mo_C_F_logFC,s28mo_C_F-s06mo_C_F_logCPM,s28mo_C_F-s06mo_C_F_LR,s28mo_C_F-s06mo_C_F_PValue,s28mo_C_F-s06mo_C_F_FDR,s28mo_C_F-s06mo_C_F_Status,Description
4455,ENSMUSG00000026986,Hnmt,0.7030642127,1.52026812,6.7739699756836,0.00924968562521319,0.08735476128285227,NA,histamine N-methyltransferase
9760,ENSMUSG00000045730,Adrb2,0.7212526338,3.60337918,6.7684354706464,0.00927841380724804,0.08756846167195637,NA,"adrenergic receptor, beta 2"
8503,ENSMUSG00000039159,Ube2h,0.3895502482,6.44707814,6.7639864708088,0.00930157365852024,0.08772936259399351,NA,ubiquitin-conjugating enzyme E2H
2403,ENSMUSG00000021477,Ctsl,0.600025163,6.91157341,6.7569049425306,0.00933855967603262,0.08802037041986104,NA,cathepsin L
2168,ENSMUSG00000020899,Pfas,-0.3777237251,4.6164825,6.73468698486,0.00945558225398607,0.08906488402622707,NA,phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)
12649,ENSMUSG00000079362,Gm43302,0.9779558888,2.83255107,6.7308148318652,0.00947613018550058,0.08919990086089238,NA,predicted gene 43302
9046,ENSMUSG00000041264,Uspl1,-0.3962882528,5.15449714,6.7288809103494,0.00948640983751625,0.08923814758685832,NA,ubiquitin specific peptidase like 1
4473,ENSMUSG00000027030,Stk39,0.7172191191,1.71530175,6.7256689307748,0.00950350818457816,0.08934044531081826,NA,serine/threonine kinase 39
4506,ENSMUSG00000027165,Iftap,-0.3724871217,5.36739787,6.7130828215174,0.00957081269050152,0.089914277599574155,NA,intraflagellar transport associated protein
10295,ENSMUSG00000049791,Fzd4,0.8088641566,6.60345602,6.7096679451935,0.00958915790121898,0.09002770547547316,NA,frizzled class receptor 4
1739,ENSMUSG00000020029,Nudt4,-0.5275913649,8.26728137,6.7000133862609,0.00964121874429969,0.09045731704210593,NA,nudix (nucleoside diphosphate linked moiety X)-type motif 4
327,ENSMUSG00000002346,Slc25a42,-0.4209224445,5.61943609,6.6918585130858,0.0096854183123867,0.09081265831111111,NA,"solute carrier family 25, member 42"
10588,ENSMUSG00000052384,Nrros,0.7693846716,1.61551379,6.6903463741308,0.00969363692494541,0.09083039037701791,NA,negative regulator of reactive oxygen species
12447,ENSMUSG00000075254,Heg1,0.4428047103,4.71305469,6.6879420255744,0.00970671949419572,0.09089364536150012,NA,heart development protein with EGF-like domains 1
11317,ENSMUSG00000059689,Zfp637,-0.3714364641,4.35098176,6.6806886313182,0.0097462964676156,0.09120474953886704,NA,zinc finger protein 637
8224,ENSMUSG00000038267,Slc22a23,0.4717968756,4.15892398,6.6780524674194,0.00976072120324298,0.0912802298843994,NA,"solute carrier family 22, member 23"
8939,ENSMUSG00000040752,Myh6,0.8734392368,5.43719744,6.6723956345463,0.0097917485188082,0.09146520920426354,NA,"myosin, heavy polypeptide 6, cardiac muscle, alpha"
9975,ENSMUSG00000047388,Atmin,-0.3622526072,5.53070029,6.6721233326616,0.00979324462187064,0.09146520920426354,NA,ATM interactor
2953,ENSMUSG00000022747,St3gal6,-0.4451245374,7.00413604,6.6616298313898,0.00985107767273394,0.09188334360241732,NA,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
6257,ENSMUSG00000031442,Mcf2l,0.4464830027,4.35694331,6.6613991850606,0.00985235276211242,0.09188334360241732,NA,mcf.2 transforming sequence-like
8715,ENSMUSG00000039960,Rhou,0.5665285244,6.33777859,6.6605196025924,0.00985721693819036,0.09188334360241732,NA,ras homolog family member U
671,ENSMUSG00000005470,Asf1b,1.2674896308,-0.82486532,6.651984539928,0.00990454465768066,0.09220475911868092,NA,anti-silencing function 1B histone chaperone
10646,ENSMUSG00000052837,Junb,0.5169926569,3.9693023,6.6526962454197,0.0099005892997322,0.09220475911868092,NA,jun B proto-oncogene
668,ENSMUSG00000005447,Pafah1b3,1.1876862463,-0.66646242,6.6488995477803,0.00992170847131196,0.0923046825053035,NA,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"
14248,ENSMUSG00000116793,Gm34256,-0.855651968,0.86894214,6.6411126292527,0.00996516786292171,0.09264895380326504,NA,"predicted gene, 34256"
11234,ENSMUSG00000058756,Thra,-0.4476961016,5.92550853,6.6323241873662,0.0100144512607741,0.09304689181127009,NA,thyroid hormone receptor alpha
9628,ENSMUSG00000044694,2010007H06Rik,1.2492517717,-0.39489258,6.6272933809221,0.01004277513416075,0.0932497005503736,NA,RIKEN cDNA 2010007H06 gene
9363,ENSMUSG00000042670,Immp1l,-0.3775901685,4.95005551,6.6208046068089,0.0100794287861148,0.09352954119242277,NA,IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)
9701,ENSMUSG00000045211,Nudt18,0.4266995721,3.65124354,6.6156784028725,0.0101084825177294,0.09373854427778137,NA,nudix (nucleoside diphosphate linked moiety X)-type motif 18
13812,ENSMUSG00000105703,Gm43305,0.7680051316,2.22944616,6.6126614072265,0.01012562202711418,0.09383686520285614,NA,predicted gene 43305
6663,ENSMUSG00000032332,Col12a1,1.1396196408000001,2.39799752,6.6095423503052,0.01014337266519164,0.09394071910246848,NA,"collagen, type XII, alpha 1"
4894,ENSMUSG00000028063,Lmna,0.3933216518,6.59794719,6.6069139402545,0.01015835578334944,0.09400510307117473,NA,lamin A
5768,ENSMUSG00000030104,Edem1,0.6335171061,2.97517322,6.6060261340373,0.01016342180191314,0.09400510307117473,NA,"ER degradation enhancer, mannosidase alpha-like 1"
6200,ENSMUSG00000031310,Zmym3,-0.4201495004,3.8237716,6.6045255625631,0.01017199028335144,0.09402377367515131,NA,"zinc finger, MYM-type 3"
2665,ENSMUSG00000022099,Dmtn,1.0382275387,0.87100498,6.601255632937,0.01019068771747915,0.09413598596165589,NA,dematin actin binding protein
9505,ENSMUSG00000043687,1190005I06Rik,1.315865559,-0.52426356,6.5877171185627,0.01026847654121132,0.0947935567518254,NA,RIKEN cDNA 1190005I06 gene
6495,ENSMUSG00000031938,4931406C07Rik,0.717657704,3.19377706,6.5859357578294,0.0102787570039358,0.09482747865777534,NA,RIKEN cDNA 4931406C07 gene
13165,ENSMUSG00000090761,Gm17201,-1.0172299556,-0.19909853,6.5832257224694,0.01029441720972243,0.0949109563555334,NA,predicted gene 17201
6527,ENSMUSG00000031994,Adamts8,-1.2822578086,1.81392813,6.581478730321,0.01030452534054277,0.094943171542677507,NA,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8"
4406,ENSMUSG00000026872,Zeb2,0.3873608474,4.1890709,6.5740828355546,0.01034743099020891,0.09527733923312957,NA,zinc finger E-box binding homeobox 2
392,ENSMUSG00000002846,Timmdc1,-0.4002829026,4.82145928,6.5727316766133,0.01035528920684733,0.09528857472070099,NA,translocase of inner mitochondrial membrane domain containing 1
1718,ENSMUSG00000019984,Med23,0.460482379,3.24388274,6.571141586888,0.01036454486107581,0.09531264668849666,NA,mediator complex subunit 23
12040,ENSMUSG00000070305,Mpzl3,0.7926973462,1.29391511,6.5695881607875,0.01037359529350535,0.09533480181707382,NA,myelin protein zero-like 3
5876,ENSMUSG00000030421,Uri1,-0.4570348166,5.23143658,6.5668366520418,0.01038964578049826,0.095361444503392,NA,"URI1, prefoldin-like chaperone"
7912,ENSMUSG00000037204,Atg101,-0.3712448687,4.72417928,6.5668135742456,0.01038978050876385,0.095361444503392,NA,autophagy related 101
1734,ENSMUSG00000020021,Fgd6,0.5068845646,2.72691011,6.5649697051434,0.01040055081530814,0.09539930156789037,NA,"FYVE, RhoGEF and PH domain containing 6"
3689,ENSMUSG00000025129,Ppp1r27,0.563395544,6.63139636,6.5498147760206,0.0104895078278916,0.09615382175567307,NA,"protein phosphatase 1, regulatory subunit 27"
7389,ENSMUSG00000034930,Rtkn,-0.4357039414,3.64373606,6.5434116366241,0.01052732734166407,0.09637736032882203,NA,rhotekin
8117,ENSMUSG00000037966,Ninj1,0.4992581036,3.94327944,6.5422783711295,0.01053403541316069,0.09637736032882203,NA,ninjurin 1
13033,ENSMUSG00000087404,Gm11752,-0.8635382678,1.43866655,6.5440779015522,0.01052338560394334,0.09637736032882203,NA,predicted gene 11752
8054,ENSMUSG00000037735,2810032G03Rik,1.1247672925,0.23439458,6.5410269576129,0.0105414479241323,0.0963837483763817,NA,RIKEN cDNA 2810032G03 gene
11506,ENSMUSG00000061751,Kalrn,0.5357253809,4.25674807,6.5350076084317,0.01057717721381779,0.09664887263167057,NA,"kalirin, RhoGEF kinase"
7487,ENSMUSG00000035354,Uvrag,0.5061673999,3.81716491,6.5264972605705,0.01062790446696442,0.09705061617256631,NA,UV radiation resistance associated gene
4925,ENSMUSG00000028125,Abca4,-1.0014925428,-0.09359376,6.5248502591048,0.01063775045575515,0.0970787716416817,NA,"ATP-binding cassette, sub-family A (ABC1), member 4"
242,ENSMUSG00000001802,Lrp3,-0.4685956822,3.64676719,6.5220824602364,0.01065431779273775,0.09716819054304351,NA,low density lipoprotein receptor-related protein 3
6279,ENSMUSG00000031494,Cd209a,1.0635678668,0.69473296,6.5197618321947,0.01066822887359973,0.09723328601938044,NA,CD209a antigen
1116,ENSMUSG00000013936,Myl2,0.6672900717,7.56538199,6.5183750389397,0.0106765509424417,0.09724739135707527,NA,"myosin, light polypeptide 2, regulatory, cardiac, slow"
11661,ENSMUSG00000063388,BC023105,0.4307995004,4.39816755,6.5163175370932,0.01068891016527533,0.09729822791536302,NA,cDNA sequence BC023105
1876,ENSMUSG00000020303,Stc2,-0.6288385271,2.15380387,6.5122377352979,0.01071346057173535,0.09745990272956968,NA,stanniocalcin 2
595,ENSMUSG00000004698,Hdac9,-0.5805299489,2.50681577,6.500727657008,0.01078303525920711,0.097906686366804635,NA,histone deacetylase 9
11246,ENSMUSG00000058886,Deaf1,-0.4845255081,3.44185625,6.5020892074316,0.0107747810175672,0.097906686366804635,NA,"DEAF1, transcription factor"
12105,ENSMUSG00000071042,Rasgrp3,-0.3932824787,5.14192473,6.501562192612,0.01077797521474746,0.097906686366804635,NA,"RAS, guanyl releasing protein 3"
2690,ENSMUSG00000022150,Dab2,0.4633980166,3.49471602,6.4972705474659,0.01080402274033944,0.09803523795042524,NA,"disabled 2, mitogen-responsive phosphoprotein"
11681,ENSMUSG00000063558,Aox1,0.465628817,5.25011489,6.490131691573,0.01084749413458893,0.09836751629944676,NA,aldehyde oxidase 1
1043,ENSMUSG00000011148,Adssl1,-0.4634350391,9.83714936,6.4877805614344,0.01086185036534963,0.09843551893598108,NA,adenylosuccinate synthetase like 1
13284,ENSMUSG00000094595,Fsbp,-1.0326605323,0.61504768,6.4845976066182,0.01088131685917306,0.09854971830500275,NA,fibrinogen silencer binding protein
9599,ENSMUSG00000044468,Tent5c,0.8938309664,0.36003118,6.4779227282824,0.01092225576276065,0.09885812198892131,NA,terminal nucleotidyltransferase 5C
4920,ENSMUSG00000028111,Ctsk,0.8026007984,1.85605337,6.4693166174752,0.01097527277145755,0.0992753879232975,NA,cathepsin K
2163,ENSMUSG00000020889,Nr1d1,-1.0675948376,6.37494007,6.4668481491886,0.01099052817290755,0.09935077576957677,NA,"nuclear receptor subfamily 1, group D, member 1"
1465,ENSMUSG00000018377,Vezf1,-0.4174377378,6.96032682,6.4571883759363,0.0110504360670713,0.09982945861724896,NA,vascular endothelial zinc finger 1
305,ENSMUSG00000002228,Ppm1j,-0.418752869,4.98576031,6.4554578558956,0.01106120372716964,0.09986388648020146,NA,protein phosphatase 1J
65,ENSMUSG00000000552,Zfp385a,0.55066587870000006,3.44967211,6.4521760657882,0.01108165329178504,0.0999856272806878,NA,zinc finger protein 385A
4217,ENSMUSG00000026452,Syt2,1.1284462887,-0.52366613,6.4490939097942,0.01110089421545631,0.10009631687366548,NA,synaptotagmin II
5285,ENSMUSG00000028931,Kcnab2,1.0578119237,0.19465142,6.4463358052331,0.0111181412501339,0.10018889996589596,NA,"potassium voltage-gated channel, shaker-related subfamily, beta member 2"
9429,ENSMUSG00000043065,Spice1,0.5846132512,3.0628296,6.4420132343368,0.01114522656844567,0.10024419009400856,NA,spindle and centriole associated protein 1
10167,ENSMUSG00000048794,Cfap100,-1.3472300078,0.16178825,6.4439672814206,0.01113297409363217,0.10024419009400856,NA,cilia and flagella associated protein 100
10206,ENSMUSG00000049106,Dcaf5,-0.4487139178,6.0586154,6.4427351138833,0.01114069855136687,0.10024419009400856,NA,DDB1 and CUL4 associated factor 5
1034,ENSMUSG00000010721,Lmbr1,-0.4822553416,3.99275207,6.4375640835649,0.01117317575457403,0.10031346177597256,NA,limb region 1
1399,ENSMUSG00000017707,Serinc3,0.3825065804,7.24388387,6.4359625200203,0.01118325423589628,0.10031346177597256,NA,serine incorporator 3
1406,ENSMUSG00000017737,Mmp9,1.1690675975,-0.74341602,6.4352297653016,0.01118786849901303,0.10031346177597256,NA,matrix metallopeptidase 9
13280,ENSMUSG00000094410,Zbed6,-0.3607160781,5.23330136,6.4363962492527,0.01118052389989881,0.10031346177597256,NA,"zinc finger, BED type containing 6"
13707,ENSMUSG00000102976,Zc3h11a,-1.0071780065,4.63788336,6.4385404765651,0.0111670359833388,0.10031346177597256,NA,zinc finger CCCH type containing 11A
12299,ENSMUSG00000073755,5730409E04Rik,-0.4079049162,4.9075937100000004,6.4260577906926,0.01124579131345312,0.10076987160088619,NA,RIKEN cDNA 5730409E04Rik gene
8762,ENSMUSG00000040146,Rgl3,0.9257273285,0.58013039,6.417200861778,0.01130201664290272,0.10121051086018,NA,ral guanine nucleotide dissociation stimulator-like 3
5601,ENSMUSG00000029598,Plbd2,0.3670441983,5.54601362,6.4152862383015,0.01131420888180912,0.10125652649524317,NA,phospholipase B domain containing 2
13410,ENSMUSG00000097245,Gm5421,-0.9130909118,0.0273534,6.4140089313077,0.01132235022271773,0.10126625386112964,NA,predicted gene 5421
11708,ENSMUSG00000063856,Gpx1,0.4213664885,5.5787401,6.4096493932693,0.01135018249554838,0.10145197367596334,NA,glutathione peroxidase 1
13012,ENSMUSG00000087242,C78197,1.2203762674,-0.64780974,6.402532389516,0.01139577002612731,0.10179606641260582,NA,expressed sequence C78197
11245,ENSMUSG00000058883,Zfp708,-1.2826229135,0.5275603,6.3943365089587,0.0114485011293942,0.10220350355252104,NA,zinc finger protein 708
2045,ENSMUSG00000020654,Adcy3,0.8076733802,1.38151483,6.3825230040089,0.01152494853498152,0.10277320352229656,NA,adenylate cyclase 3
9091,ENSMUSG00000041476,Smpx,0.3846709787,7.15524928,6.3822631689667,0.0115266358530754,0.10277320352229656,NA,"small muscle protein, X-linked"
1703,ENSMUSG00000019944,Rhobtb1,-0.6872742183,5.66128143,6.3785966025845,0.01155047287447076,0.10292181136749089,NA,Rho-related BTB domain containing 1
7344,ENSMUSG00000034768,Asb16,-0.3980715828,6.52420777,6.3759780484643,0.01156752754459196,0.10294597514111448,NA,ankyrin repeat and SOCS box-containing 16
10690,ENSMUSG00000053226,Dand5,-0.4443750375,3.26786156,6.3769037585885,0.01156149543301873,0.10294597514111448,NA,"DAN domain family member 5, BMP antagonist"
1501,ENSMUSG00000018572,Phf23,-0.3920363374,4.34422572,6.3700740293329,0.01160607539575196,0.10316112217090992,NA,PHD finger protein 23
6078,ENSMUSG00000030929,Eri2,0.8490148011,0.77248002,6.3708651166643,0.01160090267676926,0.10316112217090992,NA,exoribonuclease 2
10446,ENSMUSG00000051149,Adnp,0.6266165013,2.23345707,6.3669793962357,0.01162633317340072,0.10325211966853191,NA,activity-dependent neuroprotective protein
10906,ENSMUSG00000055322,Tns1,0.4868642308,8.64391769,6.3663132563506,0.01163069853737485,0.10325211966853191,NA,tensin 1
1910,ENSMUSG00000020376,Rnf130,-0.3758648468,5.50534002,6.3626853124314,0.01165450282191948,0.10327184444978658,NA,ring finger protein 130
4743,ENSMUSG00000027679,Dnajc19,-0.3714334166,5.11749399,6.3646376399772,0.01164168666827054,0.10327184444978658,NA,DnaJ heat shock protein family (Hsp40) member C19
9920,ENSMUSG00000046962,Zbtb21,0.49866369,2.94758508,6.3630159776821,0.01165233113459016,0.10327184444978658,NA,zinc finger and BTB domain containing 21
2101,ENSMUSG00000020774,Aspa,0.6952089905,2.4013599,6.3566976559998,0.01169389950698291,0.10355701876788385,NA,aspartoacylase
4,ENSMUSG00000000049,Apoh,1.2297024619,-0.11491896,6.3513774747335,0.01172901914719096,0.1037826581819516,NA,apolipoprotein H
679,ENSMUSG00000005514,Por,0.4426617822,5.02164996,6.3506486531922,0.01173383867846098,0.1037826581819516,NA,cytochrome p450 oxidoreductase
10473,ENSMUSG00000051335,Gfod1,0.5438137448,2.89803718,6.3482396090659,0.01174978361259429,0.10385969443275309,NA,glucose-fructose oxidoreductase domain containing 1
7597,ENSMUSG00000035885,Cox8a,0.477835626,4.96868032,6.3466322913879,0.01176043446670547,0.10388986878126588,NA,cytochrome c oxidase subunit 8A
9193,ENSMUSG00000041957,Pkp2,0.5273275887,2.81291338,6.335960509242,0.01183140265017146,0.10445251232669824,NA,plakophilin 2
8323,ENSMUSG00000038546,Ranbp9,0.4274986042,5.53062469,6.3343867904975,0.01184190514456304,0.10448097624474643,NA,RAN binding protein 9
10169,ENSMUSG00000048799,Cep120,0.3822659434,4.61783348,6.3329550783164,0.01185146824863913,0.10450112205725724,NA,centrosomal protein 120
2266,ENSMUSG00000021127,Zfp36l1,0.5254160975,4.39482057,6.3311757444577,0.01186336434021764,0.1045418017825809,NA,"zinc finger protein 36, C3H type-like 1"
2726,ENSMUSG00000022231,Sema5a,-0.7704860349,1.98847093,6.3294769758211,0.01187473323807136,0.1045777887316039,NA,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and sh"
227,ENSMUSG00000001729,Akt1,0.4836955038,6.01510703,6.3265941333293,0.01189405208121136,0.10462565696197766,NA,thymoma viral proto-oncogene 1
12024,ENSMUSG00000069919,Hba-a1,0.7543954868,6.74653625,6.3254044424302,0.0119020339825085,0.10462565696197766,NA,"hemoglobin alpha, adult chain 1"
13059,ENSMUSG00000087612,A230005M16Rik,-0.7371492314,1.65294784,6.3257791340005,0.01189951950008552,0.10462565696197766,NA,RIKEN cDNA A230005M16 gene
2224,ENSMUSG00000021033,Gstz1,0.3774913487,5.18886257,6.3212626915646,0.01192986484475311,0.1048059681092765,NA,glutathione transferase zeta 1 (maleylacetoacetate isomerase)
6383,ENSMUSG00000031709,Tbc1d9,0.7397061813,1.32665889,6.3201804777003,0.01193714788287475,0.1048059681092765,NA,"TBC1 domain family, member 9"
4637,ENSMUSG00000027438,Napb,0.4998229914,5.131592,6.3155746107613,0.01196819535939223,0.1050143303081146,NA,N-ethylmaleimide sensitive fusion protein attachment protein beta
7695,ENSMUSG00000036322,H2-Ea,0.7288371283,1.34571121,6.3001185313862,0.01207298995116801,0.10586913301711474,NA,"histocompatibility 2, class II antigen E alpha"
7802,ENSMUSG00000036792,Mbd5,-0.4077441089,4.12565017,6.2964352216421,0.01209810211132467,0.10597505459714537,NA,methyl-CpG binding domain protein 5
12398,ENSMUSG00000074743,Thbd,0.4344568091,4.45630622,6.2961815138958,0.01209983381990395,0.10597505459714537,NA,thrombomodulin
7725,ENSMUSG00000036452,Arhgap26,0.6079839536,3.26641275,6.2830484764539,0.01218982330399217,0.10669811800537052,NA,Rho GTPase activating protein 26
78,ENSMUSG00000000682,Cd52,1.1228847822,-0.31929762,6.2749445926786,0.01224569499152438,0.10712184741214659,NA,CD52 antigen
3175,ENSMUSG00000023868,Pde10a,-0.5632931784,2.26632438,6.2705004317996,0.01227644657883407,0.10732545105917364,NA,phosphodiesterase 10A
28,ENSMUSG00000000266,Mid2,0.526921554,2.94372586,6.2659916397024,0.01230772645713884,0.1075334225759149,NA,midline 2
8203,ENSMUSG00000038214,Bend3,-0.4781111114,2.88163166,6.2639062475425,0.01232222160613739,0.10759458099519607,NA,BEN domain containing 3
10391,ENSMUSG00000050628,Ubald2,-0.4091695715,5.47389854,6.2625591689888,0.01233159420485093,0.10761096341072043,NA,UBA-like domain containing 2
13725,ENSMUSG00000103409,Lsmem2,-0.4197354603,4.44346839,6.2591193497461,0.01235556075443652,0.10775460184078756,NA,leucine-rich single-pass membrane protein 2
6076,ENSMUSG00000030921,Trim30a,0.8208377362,1.25430298,6.2553928123565,0.01238157898620897,0.10784595622041376,NA,tripartite motif-containing 30A
9888,ENSMUSG00000046733,Gprc5a,1.0938297936,-0.49030948,6.2543922828501,0.01238857414193398,0.10784595622041376,NA,"G protein-coupled receptor, family C, group 5, member A"
10847,ENSMUSG00000054717,Hmgb2,0.6637461969,2.33194421,6.2550423788999,0.01238402856366073,0.10784595622041376,NA,high mobility group box 2
6239,ENSMUSG00000031391,L1cam,0.6790631041,1.8060665,6.2527456429849,0.01240009538901072,0.1078808298843933,NA,L1 cell adhesion molecule
6110,ENSMUSG00000031028,Tub,1.1583151661,-0.68523941,6.2508722092698,0.01241321685962987,0.10792957481525552,NA,tubby bipartite transcription factor
7238,ENSMUSG00000034353,Ramp1,-0.5182970308,4.62816299,6.2445143630493,0.01245785346209972,0.10825211044094528,NA,receptor (calcitonin) activity modifying protein 1
9140,ENSMUSG00000041729,Coro2b,0.6442130128,2.32110141,6.2346424997004,0.0125274880407122,0.10879134351144808,NA,"coronin, actin binding protein, 2B"
6900,ENSMUSG00000032997,Chpf,0.6367896619,2.30528997,6.2322034146517,0.01254475449457771,0.10887542368177935,NA,chondroitin polymerizing factor
13657,ENSMUSG00000101588,Gm28265,-1.1607589384,-0.69906254,6.2280788623055,0.01257400814663381,0.10906337579753984,NA,predicted gene 28265
14149,ENSMUSG00000113640,Adat3,1.2868184563,-0.88853519,6.2213160572072,0.01262212555449575,0.10941462097511263,NA,"adenosine deaminase, tRNA-specific 3"
6169,ENSMUSG00000031214,Ophn1,0.5120998076,2.70319531,6.2156528256721,0.01266256503529788,0.10963276301670755,NA,oligophrenin 1
6264,ENSMUSG00000031453,Rasa3,0.5002387462,3.85954499,6.2165871930284,0.01265588383142929,0.10963276301670755,NA,RAS p21 protein activator 3
4387,ENSMUSG00000026833,Olfm1,0.5928415449,2.5291561,6.2135892929372,0.01267733319270652,0.10969446532929604,NA,olfactomedin 1
2911,ENSMUSG00000022634,Yaf2,-0.3929672278,4.00119162,6.2124909129063,0.01268520122452171,0.1096964238421742,NA,YY1 associated factor 2
5219,ENSMUSG00000028792,Ak2,0.4128960216,4.3305673,6.2077697506799,0.0127190775350976,0.1099231535318038,NA,adenylate kinase 2
12023,ENSMUSG00000069917,Hba-a2,0.7267667246,5.96322915,6.2062144033209,0.01273025814970171,0.10995358347711678,NA,"hemoglobin alpha, adult chain 2"
5022,ENSMUSG00000028373,Astn2,0.8470073166,0.55729099,6.2019576859069,0.01276090923998244,0.1101520457846951,NA,astrotactin 2
3251,ENSMUSG00000024068,Spast,-0.3623515384,5.68029036,6.1936786277691,0.01282074115520691,0.11058572190437208,NA,spastin
13277,ENSMUSG00000093954,Gm16867,-0.5100828142,2.65970396,6.1928759846089,0.01282655708608704,0.11058572190437208,NA,"predicted gene, 16867"
988,ENSMUSG00000009828,Cilk1,0.4942322627,2.97444347,6.1862368498427,0.01287476817802924,0.1109347522182532,NA,ciliogenesis associated kinase 1
3202,ENSMUSG00000023953,Polh,-0.3830033799,3.86253287,6.1838875504874,0.01289187255394207,0.1110154952080615,NA,"polymerase (DNA directed), eta (RAD 30 related)"
8000,ENSMUSG00000037493,Cib2,-0.4002128097,6.65162197,6.1796916473089,0.01292247949804506,0.11114571191997415,NA,calcium and integrin binding family member 2
11029,ENSMUSG00000056596,Trnp1,1.0102982293,-0.16562065,6.1806800483237,0.01291526290556197,0.11114571191997415,NA,TMF1-regulated nuclear protein 1
5762,ENSMUSG00000030095,Tmem43,0.3441037086,5.21033071,6.1779225370825,0.0129354066170833,0.1111902766396592,NA,transmembrane protein 43
11143,ENSMUSG00000057716,Tmem178b,-0.8457785089,0.8620487,6.1700249207558,0.01299327785115793,0.11162088782368172,NA,transmembrane protein 178B
1693,ENSMUSG00000019907,Ppp1r12a,0.395079489,4.98932198,6.1633265342469,0.01304257007116012,0.11191039651614086,NA,"protein phosphatase 1, regulatory subunit 12A"
7507,ENSMUSG00000035456,Prdm8,0.775252374,1.25403604,6.1639383931054,0.01303805954537732,0.11191039651614086,NA,PR domain containing 8
12337,ENSMUSG00000074178,Gm10638,0.6670059799,2.4256138,6.1501695152118,0.01313995060065962,0.11267860864544144,NA,predicted gene 10638
7226,ENSMUSG00000034312,Iqsec1,-0.3767971559,5.82425978,6.1435758598982,0.0131890338187294,0.11303198833902128,NA,IQ motif and Sec7 domain 1
12372,ENSMUSG00000074505,Fat3,1.1491889323,1.23821973,6.1386520375219,0.0132258096983671,0.11327953354418845,NA,FAT atypical cadherin 3
1060,ENSMUSG00000011837,Snapc2,-0.4424384251,3.35168764,6.1356155227852,0.01324854187671659,0.11333898607882403,NA,"small nuclear RNA activating complex, polypeptide 2"
8851,ENSMUSG00000040466,Blvrb,0.6733521841,1.95612325,6.1366009587201,0.01324116023458194,0.11333898607882403,NA,biliverdin reductase B (flavin reductase (NADPH))
4883,ENSMUSG00000028041,Adam15,0.4146994526,4.56848483,6.13437854512,0.01325781374121167,0.113350754172182,NA,a disintegrin and metallopeptidase domain 15 (metargidin)
2895,ENSMUSG00000022584,Ly6c2,0.722571116,1.43945969,6.1276422618082,0.01330842331487492,0.11371572421727948,NA,"lymphocyte antigen 6 complex, locus C2"
9489,ENSMUSG00000043542,Zc2hc1a,0.5281137716,2.69790054,6.1256313835832,0.01332356947389317,0.113777418083127,NA,"zinc finger, C2HC-type containing 1A"
11300,ENSMUSG00000059475,Zfp426,-0.4689332352,3.10790472,6.1227303122299,0.01334545190411582,0.11389652918167814,NA,zinc finger protein 426
11167,ENSMUSG00000057969,Sema3b,-0.5033031649,4.37028608,6.1206462255674,0.01336119472466119,0.11396313147505134,NA,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"
14152,ENSMUSG00000113682,Gm48630,0.9590445065,0.85828927,6.1195061118086,0.01336981502094,0.11396893980142146,NA,"predicted gene, 48630"
635,ENSMUSG00000005087,Cd44,0.7197564813,1.81308492,6.1152744198211,0.01340186049621311,0.11410658803270424,NA,CD44 antigen
1915,ENSMUSG00000020386,Sar1b,-0.4267823393,8.54214909,6.1153296674554,0.01340144161215702,0.11410658803270424,NA,secretion associated Ras related GTPase 1B
9573,ENSMUSG00000044258,Ctla2a,0.6395873304,2.57314953,6.1108576206653,0.01343539198821581,0.1143242750390267,NA,cytotoxic T lymphocyte-associated protein 2 alpha
11922,ENSMUSG00000068205,Macrod2,-0.4895654988,3.80989986,6.1080059255383,0.01345708733259229,0.11444104778398247,NA,mono-ADP ribosylhydrolase 2
9166,ENSMUSG00000041828,Abca8a,0.4261672879,5.41817861,6.1057432973896,0.013474326758926,0.1145198109084564,NA,"ATP-binding cassette, sub-family A (ABC1), member 8a"
7787,ENSMUSG00000036718,Micall2,0.8714192743,0.52443562,6.1035807995719,0.01349082449833549,0.11459218087195618,NA,MICAL-like 2
13196,ENSMUSG00000091475,Cerox1,-0.8145176614,0.4830086,6.1011905196017,0.01350908416478018,0.1146794223450145,NA,cytoplasmic endogenous regulator of oxidative phosphorylation 1
3738,ENSMUSG00000025212,Sfxn3,-0.4232369701,3.69130469,6.0886686171232,0.0136051568428658,0.11539379465801572,NA,sideroflexin 3
10092,ENSMUSG00000048249,Crebrf,0.430463689,4.54179323,6.0881289103643,0.01360931343476284,0.11539379465801572,NA,CREB3 regulatory factor
12842,ENSMUSG00000085272,Sbk3,0.9402556167,0.08814276,6.0848501188962,0.01363459337753212,0.11553989842648978,NA,"SH3 domain binding kinase family, member 3"
