,Ensembl,Symbol,s28mo_AR_F-s28mo_C_F_logFC,s28mo_AR_F-s28mo_C_F_logCPM,s28mo_AR_F-s28mo_C_F_LR,s28mo_AR_F-s28mo_C_F_PValue,s28mo_AR_F-s28mo_C_F_FDR,s28mo_AR_F-s28mo_C_F_Status,Description
3851,ENSMUSG00000025428,Atp5a1,-0.06446448514,11.10473994,0.11856777420547360,0.730593074997,0.99913516,NA,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1"
3852,ENSMUSG00000025429,Pstpip2,0.30271059149,5.96597266,2.64541890016017334,0.103848779762,0.99913516,NA,proline-serine-threonine phosphatase-interacting protein 2
3853,ENSMUSG00000025432,Avil,-0.35913112680,3.70913484,2.34822354517116860,0.125425866938,0.99913516,NA,advillin
3854,ENSMUSG00000025436,Atp23,0.27926385473,0.29868988,0.62116564986889067,0.430614452791,0.99913516,NA,ATP23 metallopeptidase and ATP synthase assembly factor homolog
3855,ENSMUSG00000025437,Usp33,-0.12492609309,4.72850320,0.79499224868296281,0.372594835097,0.99913516,NA,ubiquitin specific peptidase 33
3856,ENSMUSG00000025439,Clns1a,-0.05236747659,4.39445676,0.11998444025015154,0.729051365952,0.99913516,NA,"chloride channel, nucleotide-sensitive, 1A"
3857,ENSMUSG00000025450,Gm9752,-0.22793717236,-0.36306930,0.24752217823146250,0.618825217161,0.99913516,NA,predicted gene 9752
3858,ENSMUSG00000025451,Paip1,0.04878425451,5.50920273,0.12781691674607565,0.720706360056,0.99913516,NA,polyadenylate binding protein-interacting protein 1
3859,ENSMUSG00000025453,Nnt,-0.36157011463,6.22973924,2.83615215834132783,0.092164676516,0.99913516,NA,nicotinamide nucleotide transhydrogenase
3860,ENSMUSG00000025464,Paox,-0.18646062666,2.81179327,0.82159697199336890,0.364713662171,0.99913516,NA,polyamine oxidase (exo-N4-amino)
3861,ENSMUSG00000025465,Echs1,-0.12818341909,6.76984774,0.66854405216067292,0.413559677645,0.99913516,NA,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
3862,ENSMUSG00000025466,Fuom,-0.23947113763,3.31208101,1.20200378616976167,0.272921553526,0.99913516,NA,fucose mutarotase
3863,ENSMUSG00000025470,Zfp511,-0.15947998364,2.42193307,0.49248479587711591,0.482820982775,0.99913516,NA,zinc finger protein 511
3864,ENSMUSG00000025473,Adam8,-0.56343784635,-0.35287090,1.63008513458421689,0.201691273649,0.99913516,NA,a disintegrin and metallopeptidase domain 8
3865,ENSMUSG00000025474,Tubgcp2,0.02945231988,4.67835147,0.04408034200340460,0.833704207637,0.99913516,NA,"tubulin, gamma complex associated protein 2"
3866,ENSMUSG00000025477,Inpp5a,-0.12338909530,6.65907924,0.59504408746303739,0.440475203237,0.99913516,NA,inositol polyphosphate-5-phosphatase A
3868,ENSMUSG00000025484,Bet1l,-0.08431229744,3.31370043,0.21148068708285450,0.645609323898,0.99913516,NA,Bet1 golgi vesicular membrane trafficking protein like
3869,ENSMUSG00000025485,Ric8a,-0.05690427452,4.39604242,0.12081749370973327,0.728149537531,0.99913516,NA,RIC8 guanine nucleotide exchange factor A
3870,ENSMUSG00000025486,Sirt3,-0.27572944661,4.10341272,1.96458709502481810,0.161023585375,0.99913516,NA,sirtuin 3
3871,ENSMUSG00000025487,Psmd13,0.01928870051,6.19939675,0.01809503139809143,0.892993157566,0.99913516,NA,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
3872,ENSMUSG00000025488,Cox8b,-0.01725414968,7.92000825,0.00954140074331633,0.922186322725,0.99913516,NA,cytochrome c oxidase subunit 8B
3873,ENSMUSG00000025492,Ifitm3,-0.11771505349,4.45404231,0.37143042481179744,0.542225594679,0.99913516,NA,interferon induced transmembrane protein 3
3874,ENSMUSG00000025494,Sigirr,-0.09894065510,1.06678908,0.12031344170997371,0.728694785102,0.99913516,NA,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
3875,ENSMUSG00000025495,Ptdss2,-0.02014941791,4.45002061,0.01958093269549455,0.888713807821,0.99913516,NA,phosphatidylserine synthase 2
3876,ENSMUSG00000025498,Irf7,-0.31581559819,1.86428086,0.76949082646105182,0.380374615329,0.99913516,NA,interferon regulatory factor 7
3877,ENSMUSG00000025499,Hras,0.06935807076,5.94307811,0.23115350163617876,0.630669840397,0.99913516,NA,Harvey rat sarcoma virus oncogene
3878,ENSMUSG00000025503,Taldo1,-0.09698308088,6.08147357,0.43990750814560187,0.507167100614,0.99913516,NA,transaldolase 1
3879,ENSMUSG00000025504,Eps8l2,0.00240798278,1.76547508,0.00008490229672686,0.992648200820,0.99913516,NA,EPS8-like 2
3880,ENSMUSG00000025505,Tmem80,-0.04215055097,3.67571736,0.06275294064675063,0.802196552023,0.99913516,NA,transmembrane protein 80
3881,ENSMUSG00000025508,Rplp2,-0.00251053566,7.48665388,0.00025512763729907,0.987256158874,0.99913516,NA,"ribosomal protein, large P2"
3882,ENSMUSG00000025509,Pnpla2,-0.09661020961,8.63728148,0.26113841803449844,0.609339123008,0.99913516,NA,patatin-like phospholipase domain containing 2
3883,ENSMUSG00000025510,Cd151,0.19626388586,6.36622750,1.40171648755161016,0.236436386017,0.99913516,NA,CD151 antigen
3884,ENSMUSG00000025511,Tspan4,0.24739937628,3.32723704,1.45922608785220831,0.227053298404,0.99913516,NA,tetraspanin 4
3885,ENSMUSG00000025512,Chid1,-0.34309050578,3.09613431,2.94825359938793596,0.085970414600,0.99913516,NA,chitinase domain containing 1
3886,ENSMUSG00000025521,Tmem192,-0.02383293190,3.37534717,0.01766253785010452,0.894272086496,0.99913516,NA,transmembrane protein 192
3887,ENSMUSG00000025525,Apool,-0.12775345160,4.38905042,0.55732910540265124,0.455338392720,0.99913516,NA,apolipoprotein O-like
3888,ENSMUSG00000025531,Chm,-0.05729687000,4.35993561,0.12320424262615326,0.725584883075,0.99913516,NA,choroidermia (RAB escort protein 1)
3889,ENSMUSG00000025532,Crcp,0.11898282781,3.72990491,0.56106153168052186,0.453832851283,0.99913516,NA,calcitonin gene-related peptide-receptor component protein
3890,ENSMUSG00000025533,Asl,0.13261233975,3.26068604,0.50423627717555064,0.477644629356,0.99913516,NA,argininosuccinate lyase
3891,ENSMUSG00000025534,Gusb,-0.46429971291,3.91292350,4.28302711150297988,0.038494732976,0.99913516,NA,"glucuronidase, beta"
3892,ENSMUSG00000025537,Phkg1,0.04829239605,8.79921573,0.08961967398792581,0.764661219239,0.99913516,NA,phosphorylase kinase gamma 1
3893,ENSMUSG00000025538,Sumf2,0.09607255731,6.01768997,0.47604701038961839,0.490218335603,0.99913516,NA,sulfatase modifying factor 2
3894,ENSMUSG00000025544,Tm9sf2,-0.01123414191,6.35937112,0.00637384717726519,0.936367391567,0.99913516,NA,transmembrane 9 superfamily member 2
3895,ENSMUSG00000025545,Clybl,0.07736997669,4.99844481,0.28446267285861104,0.593791029925,0.99913516,NA,citrate lyase beta like
3896,ENSMUSG00000025555,Farp1,0.13905811051,2.15901990,0.39085076887480863,0.531852540258,0.99913516,NA,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)"
3897,ENSMUSG00000025558,Dock9,0.01012053948,4.92449212,0.00376333247641725,0.951083652124,0.99913516,NA,dedicator of cytokinesis 9
3898,ENSMUSG00000025571,Tnrc6c,0.00969954618,5.56116171,0.00482662018453084,0.944612422102,0.99913516,NA,trinucleotide repeat containing 6C
3899,ENSMUSG00000025572,Tmc6,0.21060190840,2.09982772,0.72251872399676564,0.395318962798,0.99913516,NA,transmembrane channel-like gene family 6
3900,ENSMUSG00000025574,Tk1,0.31203566757,2.52612793,1.82777822092442932,0.176390196505,0.99913516,NA,thymidine kinase 1
3901,ENSMUSG00000025575,Cant1,0.07871299263,4.29594756,0.24852715369745138,0.618114068361,0.99913516,NA,calcium activated nucleotidase 1
3902,ENSMUSG00000025577,Cbx2,-0.16386935494,0.66967209,0.18759374847444032,0.664926911052,0.99913516,NA,chromobox 2
3903,ENSMUSG00000025578,Cbx8,-0.15473030446,0.98682087,0.23910224958532789,0.624855270552,0.99913516,NA,chromobox 8
3904,ENSMUSG00000025579,Gaa,0.21476548891,8.33979201,1.14039356256682822,0.285569181134,0.99913516,NA,"glucosidase, alpha, acid"
3905,ENSMUSG00000025580,Eif4a3,0.09171178846,5.09352354,0.43762203785078224,0.508272435075,0.99913516,NA,eukaryotic translation initiation factor 4A3
3906,ENSMUSG00000025583,Rptor,0.03837835387,5.70479742,0.07785263753460336,0.780228820107,0.99913516,NA,"regulatory associated protein of MTOR, complex 1"
3907,ENSMUSG00000025584,Pde8a,0.03675647410,4.78741099,0.05161581402178328,0.820275116961,0.99913516,NA,phosphodiesterase 8A
3908,ENSMUSG00000025586,Cpeb1,0.05762063220,4.94577569,0.16113032143129313,0.688117982497,0.99913516,NA,cytoplasmic polyadenylation element binding protein 1
3909,ENSMUSG00000025588,Nat1,-0.00564188434,-0.01082875,0.00018789011668208,0.989063498175,0.99913516,NA,N-acetyl transferase 1
3910,ENSMUSG00000025591,Tma16,-0.03496141463,3.43196400,0.03870168236256255,0.844040842214,0.99913516,NA,translation machinery associated 16
3911,ENSMUSG00000025592,Dach2,-0.40280041525,1.38650834,1.35563449222929222,0.244295497386,0.99913516,NA,dachshund family transcription factor 2
3912,ENSMUSG00000025597,Klhl4,0.15572347813,0.45377314,0.22159285017898211,0.637828917480,0.99913516,NA,kelch-like 4
3913,ENSMUSG00000025602,Zfp202,-0.23238132648,1.48126334,0.76968020384165925,0.380316002004,0.99913516,NA,zinc finger protein 202
3914,ENSMUSG00000025607,Copg2,0.26476033987,4.12088092,2.88265406548145142,0.089538331028,0.99913516,NA,"coatomer protein complex, subunit gamma 2"
3915,ENSMUSG00000025608,Podxl,-0.01134045486,5.76707146,0.00386678078533720,0.950416746250,0.99913516,NA,podocalyxin-like
3916,ENSMUSG00000025609,Mkln1,0.06475600313,6.17345015,0.21112964719854421,0.645883435350,0.99913516,NA,"muskelin 1, intracellular mediator containing kelch motifs"
3917,ENSMUSG00000025610,Map3k7cl,0.36136755316,3.09942227,3.87584843404770130,0.048985545266,0.99913516,NA,Map3k7 C-terminal like
3918,ENSMUSG00000025612,Bach1,-0.01729081714,5.64637923,0.01295644619915493,0.909375421354,0.99913516,NA,"BTB and CNC homology 1, basic leucine zipper transcription factor 1"
3919,ENSMUSG00000025613,Cct8,-0.11359662343,6.70374703,0.61788631283597084,0.431833831438,0.99913516,NA,"chaperonin containing Tcp1, subunit 8 (theta)"
3920,ENSMUSG00000025616,Usp16,0.04659025940,5.95176162,0.11214219115878787,0.737718338988,0.99913516,NA,ubiquitin specific peptidase 16
3921,ENSMUSG00000025626,Phf6,-0.23534912557,2.25378016,1.14470809429622133,0.284659677093,0.99913516,NA,PHD finger protein 6
3922,ENSMUSG00000025630,Hprt,-0.05639311177,4.38354692,0.13681788400392891,0.711465186057,0.99913516,NA,hypoxanthine guanine phosphoribosyl transferase
3923,ENSMUSG00000025645,Ccdc51,-0.06493815638,2.67193357,0.10742156993845264,0.743098956129,0.99913516,NA,coiled-coil domain containing 51
3924,ENSMUSG00000025646,Atrip,-0.02365971701,4.39363240,0.02462123066356359,0.875314566731,0.99913516,NA,ATR interacting protein
3925,ENSMUSG00000025647,Shisa5,-0.09981130149,4.03562273,0.35695590959968726,0.550201725140,0.99913516,NA,shisa family member 5
3926,ENSMUSG00000025648,Pfkfb4,0.26198919601,5.61340929,2.01000646705919905,0.156264651965,0.99913516,NA,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
3927,ENSMUSG00000025650,Col7a1,0.25190830577,4.65518086,1.36387957072660093,0.242866248129,0.99913516,NA,"collagen, type VII, alpha 1"
3928,ENSMUSG00000025651,Uqcrc1,-0.04352352595,9.33632614,0.05630059440051127,0.812441544919,0.99913516,NA,ubiquinol-cytochrome c reductase core protein 1
3929,ENSMUSG00000025656,Arhgef9,-0.10912003623,3.93543063,0.42421174988427168,0.514842909505,0.99913516,NA,CDC42 guanine nucleotide exchange factor (GEF) 9
3930,ENSMUSG00000025658,Cnksr2,0.06902715580,0.70438408,0.03859161645235787,0.844259928438,0.99913516,NA,connector enhancer of kinase suppressor of Ras 2
3931,ENSMUSG00000025665,Rps6ka6,0.08313343923,-0.34892079,0.03073061010714362,0.860842746179,0.99913516,NA,ribosomal protein S6 kinase polypeptide 6
3932,ENSMUSG00000025666,Tmem47,0.16865002899,2.97121676,0.82327783753254202,0.364223542989,0.99913516,NA,transmembrane protein 47
3933,ENSMUSG00000025701,Alox5,-0.12022083086,-0.10948893,0.10299181815293962,0.748268452902,0.99913516,NA,arachidonate 5-lipoxygenase
3934,ENSMUSG00000025702,Marchf8,-0.01298714549,5.34153293,0.00784854243367050,0.929406166297,0.99913516,NA,membrane associated ring-CH-type finger 8
3935,ENSMUSG00000025722,Wdr73,-0.19149277125,2.33676301,0.77226041132042678,0.379518683113,0.99913516,NA,WD repeat domain 73
3936,ENSMUSG00000025723,Nmb,0.13638159069,0.86465365,0.18643251246932047,0.665902542337,0.99913516,NA,neuromedin B
3937,ENSMUSG00000025724,Sec11a,0.02578144396,3.91524836,0.02741019695443514,0.868503030031,0.99913516,NA,"SEC11 homolog A, signal peptidase complex subunit"
3938,ENSMUSG00000025728,Pigq,-0.08523848237,4.49562186,0.31846738638751404,0.572530148528,0.99913516,NA,"phosphatidylinositol glycan anchor biosynthesis, class Q"
3939,ENSMUSG00000025730,Rab40c,-0.02234055801,3.25999103,0.01448287105926438,0.904210016134,0.99913516,NA,"Rab40C, member RAS oncogene family"
3940,ENSMUSG00000025731,Mettl26,0.13612061966,4.25851709,0.83169239859222932,0.361783610423,0.99913516,NA,methyltransferase like 26
3941,ENSMUSG00000025732,Mcrip2,-0.28542155540,5.18887898,2.90305443565892141,0.088411877246,0.99913516,NA,MAPK regulated corepressor interacting protein 2
3942,ENSMUSG00000025733,Rhot2,0.05287057030,6.54665962,0.11049904268699606,0.739576696616,0.99913516,NA,ras homolog family member T2
3943,ENSMUSG00000025735,Rhbdl1,0.12758888112,4.60855952,0.53572072656190972,0.464211627083,0.99913516,NA,rhomboid like 1
3944,ENSMUSG00000025736,Jmjd8,-0.14987290265,4.53488456,0.94042537893655620,0.332168469089,0.99913516,NA,jumonji domain containing 8
3945,ENSMUSG00000025737,Wdr24,0.13418178191,4.11960727,0.75488836841825879,0.384932943976,0.99913516,NA,WD repeat domain 24
3946,ENSMUSG00000025738,Fbxl16,0.09452129394,0.76103219,0.08759216836717165,0.767260826694,0.99913516,NA,F-box and leucine-rich repeat protein 16
3948,ENSMUSG00000025743,Sdc3,-0.15181669671,4.53079078,0.84554020912352001,0.357817060283,0.99913516,NA,syndecan 3
3949,ENSMUSG00000025745,Hadha,-0.07637195522,8.98977247,0.14685584687532582,0.701558315321,0.99913516,NA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
3950,ENSMUSG00000025754,Agbl1,-0.33853123055,2.99722336,1.45771408938067104,0.227294183504,0.99913516,NA,ATP/GTP binding protein-like 1
3951,ENSMUSG00000025757,Hspa4l,-0.36357871127,3.11561585,3.42589687288105615,0.064181372938,0.99913516,NA,heat shock protein 4 like
3952,ENSMUSG00000025758,Plk4,0.26474350510,0.01553022,0.34574282375454590,0.556532964182,0.99913516,NA,polo like kinase 4
3953,ENSMUSG00000025759,Mfsd8,0.09731676372,3.77375138,0.36619922716881981,0.545083339278,0.99913516,NA,major facilitator superfamily domain containing 8
3954,ENSMUSG00000025762,Larp1b,-0.07886337623,5.85921154,0.31345443472926249,0.575568101969,0.99913516,NA,"La ribonucleoprotein domain family, member 1B"
3955,ENSMUSG00000025764,Jade1,0.16024785959,4.75436615,0.97864381943506729,0.322533854793,0.99913516,NA,jade family PHD finger 1
3956,ENSMUSG00000025766,D3Ertd751e,-0.06756219662,2.33774814,0.07010243358657320,0.791187695356,0.99913516,NA,"DNA segment, Chr 3, ERATO Doi 751, expressed"
3957,ENSMUSG00000025776,Crispld1,0.34739560149,0.53147460,1.13387513363117653,0.286950272792,0.99913516,NA,cysteine-rich secretory protein LCCL domain containing 1
3958,ENSMUSG00000025777,Gdap1,0.12180624010,2.64863881,0.27646799277554734,0.599025619887,0.99913516,NA,ganglioside-induced differentiation-associated-protein 1
3959,ENSMUSG00000025780,Itih5,0.26621910240,4.97154827,1.58822111749294947,0.207580470705,0.99913516,NA,inter-alpha (globulin) inhibitor H5
3960,ENSMUSG00000025781,Atp5c1,-0.05038932248,8.82317075,0.09022178623479249,0.763895389508,0.99913516,NA,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
3961,ENSMUSG00000025782,Taf3,-0.01652721536,3.89600751,0.01065553607006819,0.917783878080,0.99913516,NA,TATA-box binding protein associated factor 3
3962,ENSMUSG00000025784,Clec3b,-0.25828143775,4.88610018,2.34755081154452938,0.125480014309,0.99913516,NA,"C-type lectin domain family 3, member b"
3963,ENSMUSG00000025785,Exosc7,0.04419504763,3.46135168,0.06877258522138896,0.793132348612,0.99913516,NA,exosome component 7
3964,ENSMUSG00000025786,Zdhhc3,0.14062098466,6.58057251,0.95005004874277343,0.329706558164,0.99913516,NA,"zinc finger, DHHC domain containing 3"
3965,ENSMUSG00000025787,Tgm4,0.20816852642,2.84125327,1.23274950209635037,0.266872991014,0.99913516,NA,transglutaminase 4 (prostate)
3966,ENSMUSG00000025790,Slco3a1,-0.14145928193,5.57866655,0.78502954990094409,0.375607324870,0.99913516,NA,"solute carrier organic anion transporter family, member 3a1"
3967,ENSMUSG00000025791,Pgm1,0.12947285727,9.93282210,0.59423466273128156,0.440786256987,0.99913516,NA,phosphoglucomutase 1
3968,ENSMUSG00000025792,Slc25a10,-0.59082213281,3.00947640,3.73651720103594798,0.053235299191,0.99913516,NA,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10"
3969,ENSMUSG00000025793,Hgs,0.27600782601,5.49091844,1.99059684664076997,0.158278487784,0.99913516,NA,HGF-regulated tyrosine kinase substrate
3970,ENSMUSG00000025794,Rpl14,0.03625244918,7.64090272,0.05410639362075642,0.816065961568,0.99913516,NA,ribosomal protein L14
3971,ENSMUSG00000025795,Rassf3,-0.03191729349,5.06536788,0.04053924957599264,0.840429904307,0.99913516,NA,Ras association (RalGDS/AF-6) domain family member 3
3972,ENSMUSG00000025809,Itgb1,0.01463022819,7.51524668,0.00914073467601462,0.923832555000,0.99913516,NA,integrin beta 1 (fibronectin receptor beta)
3973,ENSMUSG00000025810,Nrp1,-0.15626783026,4.54972182,0.87736930177741712,0.348923220147,0.99913516,NA,neuropilin 1
3974,ENSMUSG00000025812,Pard3,0.16855187905,5.19519490,1.15844595844122367,0.281788068256,0.99913516,NA,par-3 family cell polarity regulator
3975,ENSMUSG00000025813,Homer2,-0.30617013652,5.06503745,2.57293935748814562,0.108705576958,0.99913516,NA,homer scaffolding protein 2
3976,ENSMUSG00000025815,Dhtkd1,-0.19015569163,1.87993445,0.52603625488403427,0.468278083988,0.99913516,NA,dehydrogenase E1 and transketolase domain containing 1
3977,ENSMUSG00000025816,Sec61a2,-0.01586559681,4.84245454,0.01437260892552050,0.904573600467,0.99913516,NA,"Sec61, alpha subunit 2 (S. cerevisiae)"
3978,ENSMUSG00000025817,Nudt5,-0.13227515464,3.41435259,0.54026925021442551,0.462321161860,0.99913516,NA,nudix (nucleoside diphosphate linked moiety X)-type motif 5
3979,ENSMUSG00000025821,Zfp282,0.14308909548,3.71236317,0.56408225447065163,0.452620100489,0.99913516,NA,zinc finger protein 282
3980,ENSMUSG00000025823,Pdia4,-0.06005767029,3.17121088,0.12419772838640836,0.724525568965,0.99913516,NA,protein disulfide isomerase associated 4
3981,ENSMUSG00000025825,Iscu,0.05320890401,6.70416322,0.12374296162070664,0.725009875423,0.99913516,NA,iron-sulfur cluster assembly enzyme
3982,ENSMUSG00000025854,Fam20c,0.28456036013,3.72470182,1.74834994207367345,0.186084302157,0.99913516,NA,"FAM20C, golgi associated secretory pathway kinase"
3983,ENSMUSG00000025855,Prkar1b,-0.26487607167,0.28376147,0.51902987364132125,0.471255803877,0.99913516,NA,"protein kinase, cAMP dependent regulatory, type I beta"
3984,ENSMUSG00000025856,Pdgfa,0.19880212247,4.16349243,1.16716627712852539,0.279984260179,0.99913516,NA,"platelet derived growth factor, alpha"
3985,ENSMUSG00000025857,Dnaaf5,-0.02485525171,4.52408473,0.02890447778966809,0.864999779698,0.99913516,NA,"dynein, axonemal assembly factor 5"
3986,ENSMUSG00000025858,Get4,0.18498763459,5.62525739,1.67478107018513178,0.195619371381,0.99913516,NA,golgi to ER traffic protein 4
3987,ENSMUSG00000025860,Xiap,-0.00133290543,4.81655864,0.00008979896254502,0.992439174389,0.99913516,NA,X-linked inhibitor of apoptosis
3988,ENSMUSG00000025862,Stag2,0.01842059088,6.07230214,0.01731337308061498,0.895316275166,0.99913516,NA,stromal antigen 2
3989,ENSMUSG00000025867,Cplx2,-0.09153040819,0.60222216,0.07892607786331296,0.778758065996,0.99913516,NA,complexin 2
3990,ENSMUSG00000025868,Higd2a,0.09277176590,5.72205522,0.39154364851629131,0.531489108684,0.99913516,NA,"HIG1 domain family, member 2A"
3991,ENSMUSG00000025869,Nop16,0.09524744195,4.05937009,0.37836735417100442,0.538478298440,0.99913516,NA,NOP16 nucleolar protein
3992,ENSMUSG00000025870,Arl10,-0.17434449989,1.03317771,0.33681438518924467,0.561673816236,0.99913516,NA,ADP-ribosylation factor-like 10
3993,ENSMUSG00000025871,4833439L19Rik,0.07315376790,7.50056137,0.22834749906024943,0.632751849294,0.99913516,NA,RIKEN cDNA 4833439L19 gene
3994,ENSMUSG00000025872,Thoc3,0.00231219383,3.79811020,0.00020616397542872,0.988544038932,0.99913516,NA,THO complex 3
3995,ENSMUSG00000025873,Faf2,0.06784400962,3.78832525,0.17197499529115490,0.678362498708,0.99913516,NA,Fas associated factor family member 2
3996,ENSMUSG00000025875,Tspan17,0.19522615783,3.50944333,1.19773409958905841,0.273775029535,0.99913516,NA,tetraspanin 17
3997,ENSMUSG00000025876,Unc5a,-0.04085879401,4.08783279,0.05960875094528095,0.807115397467,0.99913516,NA,unc-5 netrin receptor A
3998,ENSMUSG00000025877,Hk3,-0.19718290279,-0.69584691,0.16763324534674773,0.682223840345,0.99913516,NA,hexokinase 3
3999,ENSMUSG00000025878,Uimc1,0.00272563229,5.36805734,0.00038126704399843,0.984421447622,0.99913516,NA,ubiquitin interaction motif containing 1
4000,ENSMUSG00000025880,Smad7,-0.02321517697,2.77920186,0.01067382548410833,0.917713599956,0.99913516,NA,SMAD family member 7
4001,ENSMUSG00000025885,Myo5b,0.50231990535,0.53187564,1.37578937815895852,0.240819673494,0.99913516,NA,myosin VB
4002,ENSMUSG00000025887,Casp12,-0.30140951613,2.37979375,1.70343279660757085,0.191839653413,0.99913516,NA,caspase 12
4003,ENSMUSG00000025888,Casp1,-0.25805223808,0.37209688,0.58317108365577042,0.445072034839,0.99913516,NA,caspase 1
4004,ENSMUSG00000025889,Snca,-0.14256201064,-0.08088774,0.05564369798610080,0.813518676405,0.99913516,NA,"synuclein, alpha"
4005,ENSMUSG00000025893,Kbtbd3,0.19730688794,1.94931389,0.64128165637107548,0.423247071583,0.99913516,NA,kelch repeat and BTB (POZ) domain containing 3
4006,ENSMUSG00000025894,Aasdhppt,0.06712141870,3.86499115,0.15511467208426044,0.693694740048,0.99913516,NA,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
4007,ENSMUSG00000025898,Cwf19l2,0.13902802713,5.16466163,0.88361418885149190,0.347213689395,0.99913516,NA,"CWF19-like 2, cell cycle control (S. pombe)"
4008,ENSMUSG00000025899,Alkbh8,-0.04004544743,4.32254479,0.07437396645840777,0.785071605290,0.99913516,NA,"alkB homolog 8, tRNA methyltransferase"
4009,ENSMUSG00000025900,Rp1,-0.29100828435,1.05849871,0.38920541238981521,0.532717366626,0.99913516,NA,retinitis pigmentosa 1 (human)
4010,ENSMUSG00000025902,Sox17,-0.02368987587,3.40845973,0.01542937319607773,0.901145023719,0.99913516,NA,SRY (sex determining region Y)-box 17
4011,ENSMUSG00000025903,Lypla1,0.00246590324,6.25755662,0.00029680862878934,0.986254617191,0.99913516,NA,lysophospholipase 1
4012,ENSMUSG00000025907,Rb1cc1,0.03242603264,6.60415956,0.04964607348450301,0.823680280404,0.99913516,NA,RB1-inducible coiled-coil 1
4013,ENSMUSG00000025911,Adhfe1,0.10112305541,4.74907852,0.40345097643093375,0.525312389105,0.99913516,NA,"alcohol dehydrogenase, iron containing, 1"
4014,ENSMUSG00000025915,Sgk3,-0.17948676782,3.20332859,0.84743279039421893,0.357279604797,0.99913516,NA,serum/glucocorticoid regulated kinase 3
4015,ENSMUSG00000025917,Cops5,0.18861758222,6.66244221,1.50959934289024034,0.219200233270,0.99913516,NA,COP9 signalosome subunit 5
4016,ENSMUSG00000025920,Stau2,0.11462700114,6.17524209,0.47252816666510000,0.491826387141,0.99913516,NA,staufen double-stranded RNA binding protein 2
4017,ENSMUSG00000025921,Rdh10,-0.22246931513,1.95324709,0.93165826991948397,0.334432395090,0.99913516,NA,retinol dehydrogenase 10 (all-trans)
4018,ENSMUSG00000025925,Terf1,-0.11625029079,1.65147924,0.16721947144900851,0.682594867044,0.99913516,NA,telomeric repeat binding factor 1
4019,ENSMUSG00000025930,Msc,0.21944446734,0.20449169,0.19397900082617880,0.659625358870,0.99913516,NA,musculin
4020,ENSMUSG00000025931,Paqr8,-0.55423251541,0.06183463,1.57069894943474164,0.210105538346,0.99913516,NA,progestin and adipoQ receptor family member VIII
4021,ENSMUSG00000025932,Eya1,-0.23537781207,4.61048027,2.43060327319225777,0.118987098960,0.99913516,NA,EYA transcriptional coactivator and phosphatase 1
4022,ENSMUSG00000025933,Tmem14a,-0.06735252197,0.23752719,0.02488984699029295,0.874641849878,0.99913516,NA,transmembrane protein 14A
4024,ENSMUSG00000025935,Tram1,-0.05232516191,3.48510066,0.08260309707138891,0.773800284527,0.99913516,NA,translocating chain-associating membrane protein 1
4025,ENSMUSG00000025937,Lactb2,-0.08483796530,4.51648852,0.31843102034729753,0.572552073327,0.99913516,NA,"lactamase, beta 2"
4026,ENSMUSG00000025938,Slco5a1,-0.44879766098,5.61448898,2.44355001338954025,0.118008886479,0.99913516,NA,"solute carrier organic anion transporter family, member 5A1"
4027,ENSMUSG00000025939,Ube2w,-0.19170458423,2.78806956,0.95449760816724005,0.328577106005,0.99913516,NA,ubiquitin-conjugating enzyme E2W (putative)
4028,ENSMUSG00000025940,Tmem70,-0.24865616533,5.72007055,2.66332788753827998,0.102685689576,0.99913516,NA,transmembrane protein 70
4029,ENSMUSG00000025949,Pikfyve,-0.24116723680,3.27646301,1.74097679475128864,0.187015107976,0.99913516,NA,"phosphoinositide kinase, FYVE type zinc finger containing"
4030,ENSMUSG00000025950,Idh1,-0.27288135205,4.31564782,1.62374035348847912,0.202571036413,0.99913516,NA,"isocitrate dehydrogenase 1 (NADP+), soluble"
4031,ENSMUSG00000025956,Mettl21a,-0.06404908461,3.53517532,0.13319361859049206,0.715143497685,0.99913516,NA,methyltransferase like 21A
4032,ENSMUSG00000025958,Creb1,-0.19907676209,3.90857760,1.47293613885761077,0.224883007924,0.99913516,NA,cAMP responsive element binding protein 1
4033,ENSMUSG00000025959,Klf7,-0.23513247375,3.24137522,0.96849674849638934,0.325055371811,0.99913516,NA,Kruppel-like factor 7 (ubiquitous)
4034,ENSMUSG00000025962,Fastkd2,-0.01597349901,4.22838239,0.01137739194700393,0.915054862706,0.99913516,NA,FAST kinase domains 2
4035,ENSMUSG00000025964,Adam23,0.21145823423,0.83214746,0.47656432830183793,0.489982669963,0.99913516,NA,a disintegrin and metallopeptidase domain 23
