,Ensembl,Symbol,s06mo_AR_M-s06mo_C_M_logFC,s06mo_AR_M-s06mo_C_M_logCPM,s06mo_AR_M-s06mo_C_M_LR,s06mo_AR_M-s06mo_C_M_PValue,s06mo_AR_M-s06mo_C_M_FDR,s06mo_AR_M-s06mo_C_M_Status,Description
4112,ENSMUSG00000026235,Epha4,0.419525516,1.70265952,2.7377976737406,0.097999743713694950630888058640266535803675651550292968750000000000000000000000000,0.48184350996954544710249024319637101143598556518554687500000000000000000000000,NA,Eph receptor A4
4726,ENSMUSG00000027708,Dcun1d1,0.252744154,5.12022367,2.7390683922996,0.097921838734815053184590283308352809399366378784179687500000000000000000000000000,0.48184350996954544710249024319637101143598556518554687500000000000000000000000,NA,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)"
6508,ENSMUSG00000032012,Nectin1,-0.512972352,0.57699232,2.7393011939024,0.097907573499303790498515809304080903530120849609375000000000000000000000000000000,0.48184350996954544710249024319637101143598556518554687500000000000000000000000,NA,nectin cell adhesion molecule 1
10917,ENSMUSG00000055912,Tmem150a,0.230277458,4.54335066,2.7385455555406,0.097953884532899201942335309922782471403479576110839843750000000000000000000000000,0.48184350996954544710249024319637101143598556518554687500000000000000000000000,NA,transmembrane protein 150A
13648,ENSMUSG00000102573,Gm7265,0.337830490,3.64193583,2.7376945818108,0.098006067018697212711586530531349126249551773071289062500000000000000000000000000,0.48184350996954544710249024319637101143598556518554687500000000000000000000000,NA,predicted gene 7265
12357,ENSMUSG00000074634,Tmem267,-0.444702717,2.92179930,2.7361666653196,0.098099836362897929742388214435777626931667327880859375000000000000000000000000000,0.48197315687467057188086982932873070240020751953125000000000000000000000000000,NA,transmembrane protein 267
12988,ENSMUSG00000087366,Junos,-0.428584247,1.60898038,2.7366828009099,0.098068149806712995308899394331092480570077896118164062500000000000000000000000000,0.48197315687467057188086982932873070240020751953125000000000000000000000000000,NA,"jun proto-oncogene, opposite strand"
5637,ENSMUSG00000029735,Tpk1,-0.698109231,-0.09075769,2.7344748495016,0.098203778511130573880549832210817839950323104858398437500000000000000000000000000,0.48216905633113771312281414793687872588634490966796875000000000000000000000000,NA,thiamine pyrophosphokinase
8335,ENSMUSG00000038695,Josd2,-0.248007883,4.81789173,2.7341495569062,0.098223777675201254244718995778384851291775703430175781250000000000000000000000000,0.48216905633113771312281414793687872588634490966796875000000000000000000000000,NA,Josephin domain containing 2
10312,ENSMUSG00000050234,Gja4,0.340989730,2.29784953,2.7338719348641,0.098240849541947658507545781958469888195395469665527343750000000000000000000000000,0.48216905633113771312281414793687872588634490966796875000000000000000000000000,NA,"gap junction protein, alpha 4"
6934,ENSMUSG00000033228,Scaf11,-0.224175218,5.94979767,2.7321649896410,0.098345886219797118421581672009779140353202819824218750000000000000000000000000000,0.48251899304135104085133889384451322257518768310546875000000000000000000000000,NA,SR-related CTD-associated factor 11
7244,ENSMUSG00000034518,Hmgxb4,0.306950706,2.84340042,2.7303418300941,0.098458209462638834885694905096897855401039123535156250000000000000000000000000000,0.48290442789254478528349068255920428782701492309570312500000000000000000000000,NA,HMG box domain containing 4
297,ENSMUSG00000002221,Paxip1,-0.261348384,3.35406150,2.7273942740710,0.098640101958072087806606020876643015071749687194824218750000000000000000000000000,0.48329932792200991364950368733843788504600524902343750000000000000000000000000,NA,PAX interacting (with transcription-activation domain) protein 1
5101,ENSMUSG00000028583,Pdpn,0.399294932,1.70052686,2.7274183349100,0.098638615689960906784961025550728663802146911621093750000000000000000000000000000,0.48329932792200991364950368733843788504600524902343750000000000000000000000000,NA,podoplanin
10936,ENSMUSG00000056124,B4galt6,0.477084852,0.89432384,2.7274545548920,0.098636378382464903746829065767087740823626518249511718750000000000000000000000000,0.48329932792200991364950368733843788504600524902343750000000000000000000000000,NA,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6"
744,ENSMUSG00000006191,Cdkal1,-0.261941336,3.74444498,2.7254216711886,0.098762035271723905283103306373959640040993690490722656250000000000000000000000000,0.48364394668831650614393424802983645349740982055664062500000000000000000000000,NA,CDK5 regulatory subunit associated protein 1-like 1
4036,ENSMUSG00000026065,Slc9a4,1.016518137,0.43705530,2.7249782282647,0.098789468629071772176608590143587207421660423278808593750000000000000000000000000,0.48364394668831650614393424802983645349740982055664062500000000000000000000000,NA,"solute carrier family 9 (sodium/hydrogen exchanger), member 4"
4144,ENSMUSG00000026315,Serpinb8,0.545358781,0.45573689,2.7246159442873,0.098811887304101578277659712057356955483555793762207031250000000000000000000000000,0.48364394668831650614393424802983645349740982055664062500000000000000000000000,NA,"serine (or cysteine) peptidase inhibitor, clade B, member 8"
8004,ENSMUSG00000037652,Phc3,-0.248520909,4.80788393,2.7234482159828,0.098884185877322949842493926553288474678993225097656250000000000000000000000000000,0.48383223620166709855183739819040056318044662475585937500000000000000000000000,NA,polyhomeotic 3
6212,ENSMUSG00000031385,Plxnb3,0.748391930,0.92922052,2.7216631556417,0.098994817468001816695988281935569830238819122314453125000000000000000000000000000,0.48420789310101297608923687221249565482139587402343750000000000000000000000000,NA,plexin B3
3393,ENSMUSG00000024426,Atat1,0.464450985,1.53132741,2.7200473541216,0.099095075499328222345951644456363283097743988037109375000000000000000000000000000,0.48453257086885204163451135173090733587741851806640625000000000000000000000000,NA,alpha tubulin acetyltransferase 1
4494,ENSMUSG00000027184,Caprin1,0.225849029,5.95844662,2.7173514737907,0.099262597585564230073806868404062697663903236389160156250000000000000000000000000,0.48518580679040995695672222609573509544134140014648437500000000000000000000000,NA,cell cycle associated protein 1
5907,ENSMUSG00000030583,Sipa1l3,0.315301898,2.87827851,2.7141006169182,0.099465017212726603013095427741063758730888366699218750000000000000000000000000000,0.48584312710943161617294094867247622460126876831054687500000000000000000000000,NA,signal-induced proliferation-associated 1 like 3
11138,ENSMUSG00000058135,Gstm1,-0.244851870,6.48461488,2.7141980253512,0.099458945381133284646679726392903830856084823608398437500000000000000000000000000,0.48584312710943161617294094867247622460126876831054687500000000000000000000000,NA,"glutathione S-transferase, mu 1"
13626,ENSMUSG00000101856,1700096K18Rik,-0.421160839,1.51527907,2.7123784679572,0.099572432046079920042735977858683327212929725646972656250000000000000000000000000,0.48620174910311880767110892520577181130647659301757812500000000000000000000000,NA,RIKEN cDNA 1700096K18 gene
1388,ENSMUSG00000017692,Rhbdl3,0.376456456,3.12058815,2.7112661940896,0.099641874723666215563078196737478720024228096008300781250000000000000000000000000,0.48637477552828467519674404684337787330150604248046875000000000000000000000000,NA,rhomboid like 3
229,ENSMUSG00000001755,Coasy,-0.324238928,3.32273357,2.7079757121742,0.099847619441507967641413756609836127609014511108398437500000000000000000000000000,0.48721277831881504294386786568793468177318572998046875000000000000000000000000,NA,Coenzyme A synthase
2102,ENSMUSG00000020792,Exoc7,0.327619663,5.95270023,2.7061357734000,0.099962867915976638677477694727713242173194885253906250000000000000000000000000000,0.48727572369273286501112352198106236755847930908203125000000000000000000000000,NA,exocyst complex component 7
3437,ENSMUSG00000024542,Cep192,0.453427437,1.25073680,2.7055944728120,0.099996801079441408055537010568514233455061912536621093750000000000000000000000000,0.48727572369273286501112352198106236755847930908203125000000000000000000000000,NA,centrosomal protein 192
4432,ENSMUSG00000026977,Marchf7,-0.227786547,5.41173772,2.7061772663756,0.099960267314713399655623504713730653747916221618652343750000000000000000000000000,0.48727572369273286501112352198106236755847930908203125000000000000000000000000,NA,membrane associated ring-CH-type finger 7
7083,ENSMUSG00000033900,Map9,0.437678866,1.21741295,2.7064923449273,0.099940521956833061612002211404615081846714019775390625000000000000000000000000000,0.48727572369273286501112352198106236755847930908203125000000000000000000000000,NA,microtubule-associated protein 9
8010,ENSMUSG00000037679,Inf2,-0.280576460,4.29826968,2.7049635956885,0.100036365511647892811986082506336970254778861999511718750000000000000000000000000,0.48730248622193056418083756398118566721677780151367187500000000000000000000000,NA,"inverted formin, FH2 and WH2 domain containing"
9179,ENSMUSG00000042066,Tmcc2,0.276023881,6.27276552,2.7042608158568,0.100080459337261812313712994182424154132604598999023437500000000000000000000000000,0.48735128683742540145473753909755032509565353393554687500000000000000000000000,NA,transmembrane and coiled-coil domains 2
6784,ENSMUSG00000032641,Gpr19,-0.438966982,1.26678420,2.7029142631392,0.100165004088618170285940323083195835351943969726562500000000000000000000000000000,0.48756742561011101599888206692412495613098144531250000000000000000000000000000,NA,G protein-coupled receptor 19
8683,ENSMUSG00000039987,Phtf2,0.271986679,7.25261211,2.7024682225605,0.100193026420648603758145611664076568558812141418457031250000000000000000000000000,0.48756742561011101599888206692412495613098144531250000000000000000000000000000,NA,putative homeodomain transcription factor 2
1385,ENSMUSG00000017677,Wsb1,-0.310885492,3.30304039,2.7014637799669,0.100256161509222452288270233111688867211341857910156250000000000000000000000000000,0.48770871493363932014375450307852588593959808349609375000000000000000000000000,NA,WD repeat and SOCS box-containing 1
5514,ENSMUSG00000029466,Anapc7,-0.251090728,4.49462641,2.7001136491517,0.100341093599036867978213649621466174721717834472656250000000000000000000000000000,0.48795590637654717713900254238978959619998931884765625000000000000000000000000,NA,anaphase promoting complex subunit 7
8148,ENSMUSG00000038152,5033430I15Rik,0.796384751,-0.23093711,2.6974678883166,0.100507757345443621277425449989095795899629592895507812500000000000000000000000000,0.48860025341758483996557060891063883900642395019531250000000000000000000000000,NA,RIKEN cDNA 5033430I15 gene
13115,ENSMUSG00000090387,Gm17056,0.440693754,1.60037858,2.6963853466834,0.100576036784752381736396387168497312813997268676757812500000000000000000000000000,0.48876604760296588070289658389810938388109207153320312500000000000000000000000,NA,predicted gene 17056
11988,ENSMUSG00000069835,Sat2,-0.421952171,1.55783591,2.6956657967614,0.100621449187764458454985572188888909295201301574707031250000000000000000000000000,0.48879985892639027378336891160870436578989028930664062500000000000000000000000,NA,spermidine/spermine N1-acetyl transferase 2
13981,ENSMUSG00000110344,Smim36,-0.405965495,3.00058331,2.6951922440583,0.100651348380521546421739742527279304340481758117675781250000000000000000000000000,0.48879985892639027378336891160870436578989028930664062500000000000000000000000,NA,small integral membrane protein 36
4488,ENSMUSG00000027170,Eif3m,-0.220024690,5.93953959,2.6937632524952,0.100741630977043972183793130170670337975025177001953125000000000000000000000000000,0.48907223565298130196765669097658246755599975585937500000000000000000000000000,NA,"eukaryotic translation initiation factor 3, subunit M"
1206,ENSMUSG00000015312,Gadd45b,-0.272715626,4.69982693,2.6911634710283,0.100906110214439265204688922494824510067701339721679687500000000000000000000000000,0.48962723691493864608403896454547066241502761840820312500000000000000000000000,NA,growth arrest and DNA-damage-inducible 45 beta
2492,ENSMUSG00000021738,Atxn7,0.222725550,4.73705957,2.6908743068197,0.100924422767811439172191967372782528400421142578125000000000000000000000000000000,0.48962723691493864608403896454547066241502761840820312500000000000000000000000,NA,ataxin 7
10008,ENSMUSG00000047878,A4galt,-0.457905464,1.24268896,2.6902873059741,0.100961608263709881616598806886031525209546089172363281250000000000000000000000000,0.48964154675740206856815461833321023732423782348632812500000000000000000000000,NA,"alpha 1,4-galactosyltransferase"
11882,ENSMUSG00000068114,Ccdc134,0.294088499,3.28201810,2.6896599043672,0.101001369633766630018456567086104769259691238403320312500000000000000000000000000,0.48966833508546786513093707071675453335046768188476562500000000000000000000000,NA,coiled-coil domain containing 134
9596,ENSMUSG00000044730,9930104L06Rik,-0.251093421,3.64624429,2.6889533421247,0.101046168272997394232959322835085913538932800292968750000000000000000000000000000,0.48971951834646176848764298483729362487792968750000000000000000000000000000000,NA,RIKEN cDNA 9930104L06 gene
14255,ENSMUSG00000118053,Gm50244,0.491261001,0.77646530,2.6880179899934,0.101105506437351111426181660135625861585140228271484375000000000000000000000000000,0.48984110876253239563737906792084686458110809326171875000000000000000000000000,NA,"predicted gene, 50244"
1148,ENSMUSG00000014704,Hoxa2,0.852249523,-0.49339999,2.6869542718206,0.101173034352487076215076911012147320434451103210449218750000000000000000000000000,0.49000228151346769678298187500331550836563110351562500000000000000000000000000,NA,homeobox A2
293,ENSMUSG00000002129,Sf3a1,0.230939291,4.18205213,2.6835229973288,0.101391197825319551162337461391871329396963119506835937500000000000000000000000000,0.49039599477043621655880656362569425255060195922851562500000000000000000000000,NA,"splicing factor 3a, subunit 1"
3819,ENSMUSG00000025464,Paox,-0.294990398,2.86457926,2.6840948962836,0.101354800299260916496280060528079047799110412597656250000000000000000000000000000,0.49039599477043621655880656362569425255060195922851562500000000000000000000000,NA,polyamine oxidase (exo-N4-amino)
7122,ENSMUSG00000034064,Poglut1,-0.267932957,3.42589880,2.6845216721264,0.101327648190618985202249291432963218539953231811523437500000000000000000000000000,0.49039599477043621655880656362569425255060195922851562500000000000000000000000,NA,protein O-glucosyltransferase 1
11950,ENSMUSG00000069045,Ddx3y,-0.277279751,7.18713002,2.6835185539954,0.101391480669569281070074850958917522802948951721191406250000000000000000000000000,0.49039599477043621655880656362569425255060195922851562500000000000000000000000,NA,"DEAD box helicase 3, Y-linked"
9167,ENSMUSG00000042010,Acacb,-0.335238461,8.84421950,2.6808813949497,0.101559503600213263396767615631688386201858520507812500000000000000000000000000000,0.49083413089803729079108052246738225221633911132812500000000000000000000000000,NA,acetyl-Coenzyme A carboxylase beta
11370,ENSMUSG00000060568,Fam78b,0.560914997,0.72883803,2.6803303549804,0.101594650782810741462824921654828358441591262817382812500000000000000000000000000,0.49083413089803729079108052246738225221633911132812500000000000000000000000000,NA,"family with sequence similarity 78, member B"
11515,ENSMUSG00000062115,Rai1,0.244483829,5.10310108,2.6811633532649,0.101541524492145679436916339000163134187459945678710937500000000000000000000000000,0.49083413089803729079108052246738225221633911132812500000000000000000000000000,NA,retinoic acid induced 1
13776,ENSMUSG00000105741,C79130,0.714022987,-0.39472642,2.6799433335925,0.101619344258781177381401050752174342051148414611816406250000000000000000000000000,0.49083413089803729079108052246738225221633911132812500000000000000000000000000,NA,expressed sequence C79130
13163,ENSMUSG00000091474,2610021A01Rik,0.303468499,2.87734110,2.6786337610703,0.101702948782480970257857677552237873896956443786621093750000000000000000000000000,0.49107210448583482609308248356683179736137390136718750000000000000000000000000,NA,RIKEN cDNA 2610021A01 gene
1483,ENSMUSG00000018547,Pip4k2b,0.254844720,6.42646866,2.6769347924735,0.101811524869126354686521551684563746675848960876464843750000000000000000000000000,0.49132317288810284372502223959600087255239486694335937500000000000000000000000,NA,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
7574,ENSMUSG00000035929,H2-Q4,0.339700519,3.80402871,2.6767451386912,0.101823652946464601742881939117069123312830924987792968750000000000000000000000000,0.49132317288810284372502223959600087255239486694335937500000000000000000000000,NA,"histocompatibility 2, Q region locus 4"
11567,ENSMUSG00000062727,H2bc12,0.763597881,-0.63382177,2.6756909508281,0.101891095495540942583723165171250002458691596984863281250000000000000000000000000,0.49148278171238668488030043590697459876537322998046875000000000000000000000000,NA,H2B clustered histone 12
2628,ENSMUSG00000022053,Ebf2,0.371568100,2.24795542,2.6704022972497,0.102230179649068941838407909017405472695827484130859375000000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,early B cell factor 2
2737,ENSMUSG00000022325,Pop1,-0.441807435,1.42543616,2.6689697945151,0.102322237427645665319708712104329606518149375915527343750000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)"
3272,ENSMUSG00000024145,Pigf,0.312873552,2.79426671,2.6685546273112,0.102348934510909886363982934653904521837830543518066406250000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,"phosphatidylinositol glycan anchor biosynthesis, class F"
3823,ENSMUSG00000025473,Adam8,0.717622008,-0.56268989,2.6665146911965,0.102480222152408165237069681552384281530976295471191406250000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,a disintegrin and metallopeptidase domain 8
4675,ENSMUSG00000027599,Armc1,0.242064091,4.34669580,2.6690136559402,0.102319417389383077177100744847848545759916305541992187500000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,armadillo repeat containing 1
5572,ENSMUSG00000029598,Plbd2,-0.309681465,5.57333981,2.6672121540596,0.102435313632975213971043615401868009939789772033691406250000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,phospholipase B domain containing 2
5700,ENSMUSG00000030016,Zfp638,-0.226570958,5.31234889,2.6680730829963,0.102379909479940647831774924725323216989636421203613281250000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,zinc finger protein 638
6568,ENSMUSG00000032185,Carm1,0.252601650,6.33402474,2.6723924712161,0.102102434232768504718258384400542126968502998352050781250000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,coactivator-associated arginine methyltransferase 1
6575,ENSMUSG00000032199,Polr2m,0.286789925,7.61559884,2.6722711769834,0.102110214876740851286385236562637146562337875366210937500000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,polymerase (RNA) II (DNA directed) polypeptide M
6648,ENSMUSG00000032359,Ctsh,0.349637604,2.79601051,2.6679964818857,0.102384837732964750767195027947309426963329315185546875000000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,cathepsin H
8132,ENSMUSG00000038086,Hspb2,0.226019252,5.57931493,2.6679648701478,0.102386871599520298814489649430470308288931846618652343750000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,heat shock protein 2
8771,ENSMUSG00000040321,Zfp770,0.271990759,4.23403557,2.6679869733915,0.102385449495005748099529796490969602018594741821289062500000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,zinc finger protein 770
9610,ENSMUSG00000044813,Shb,-0.430309827,1.49759746,2.6673518781238,0.102426319612407251691266196758078876882791519165039062500000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,src homology 2 domain-containing transforming protein B
9738,ENSMUSG00000045867,Cradd,0.317483835,2.37436046,2.6690801970356,0.102315139340614660867778695774177322164177894592285156250000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,CASP2 and RIPK1 domain containing adaptor with death domain
11163,ENSMUSG00000058440,Nrf1,-0.294272557,3.58108410,2.6664294284533,0.102485713561485836109454794495832175016403198242187500000000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,nuclear respiratory factor 1
11822,ENSMUSG00000067058,Rps15a-ps5,-0.748448689,-0.39909090,2.6740176070179,0.101998249396064277760842742281965911388397216796875000000000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,"ribosomal protein S15A, pseudogene 5"
12283,ENSMUSG00000073867,AA474408,-0.777322514,-0.83369864,2.6663177219657,0.102492908586348935306986618343216832727193832397460937500000000000000000000000000,0.49156726311266346618467082407732959836721420288085937500000000000000000000000,NA,expressed sequence AA474408
7982,ENSMUSG00000037552,Plekhg2,-0.287345682,3.20769121,2.6636743303012,0.102663331047783260019379270033823559060692787170410156250000000000000000000000000,0.49205461147633922092126113057020120322704315185546875000000000000000000000000,NA,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2"
12620,ENSMUSG00000079363,Gbp4,0.430184338,3.02290173,2.6641275916871,0.102634086762685192151245416880556149408221244812011718750000000000000000000000000,0.49205461147633922092126113057020120322704315185546875000000000000000000000000,NA,guanylate binding protein 4
5581,ENSMUSG00000029616,Erp29,-0.218417684,5.21588381,2.6625772503357,0.102734152055805355585604843327018897980451583862304687500000000000000000000000000,0.49206424738852250211351702091633342206478118896484375000000000000000000000000,NA,endoplasmic reticulum protein 29
8630,ENSMUSG00000039782,Cpeb2,0.318587012,4.77189285,2.6629913715187,0.102707412557639612971094322801945963874459266662597656250000000000000000000000000,0.49206424738852250211351702091633342206478118896484375000000000000000000000000,NA,cytoplasmic polyadenylation element binding protein 2
1492,ENSMUSG00000018583,G3bp1,0.248418666,6.52648740,2.6613476005622,0.102813594529377633213229614739248063415288925170898437500000000000000000000000000,0.49212687841658059317850870684196706861257553100585937500000000000000000000000,NA,GTPase activating protein (SH3 domain) binding protein 1
3493,ENSMUSG00000024691,Fam111a,0.418010047,1.38444095,2.6603677032449,0.102876949679660725789354103199002565816044807434082031250000000000000000000000000,0.49212687841658059317850870684196706861257553100585937500000000000000000000000,NA,"family with sequence similarity 111, member A"
7817,ENSMUSG00000036948,Trappc14,0.336319410,2.10709360,2.6602452960468,0.102884866904319402514111914115346735343337059020996093750000000000000000000000000,0.49212687841658059317850870684196706861257553100585937500000000000000000000000,NA,trafficking protein particle complex 14
7873,ENSMUSG00000037148,Arhgap10,0.222155477,5.51658251,2.6607602023985,0.102851567563990137221807685818930622190237045288085937500000000000000000000000000,0.49212687841658059317850870684196706861257553100585937500000000000000000000000,NA,Rho GTPase activating protein 10
6852,ENSMUSG00000032892,Rangrf,0.228638601,4.99479475,2.6584076327555,0.103003806047844648219324881210923194885253906250000000000000000000000000000000000,0.49250223501400119952009504231682512909173965454101562500000000000000000000000,NA,RAN guanine nucleotide release factor
10165,ENSMUSG00000049103,Ccr2,0.481225680,1.08027115,2.6579691010923,0.103032211380358798558098953890294069424271583557128906250000000000000000000000000,0.49250223501400119952009504231682512909173965454101562500000000000000000000000,NA,chemokine (C-C motif) receptor 2
4900,ENSMUSG00000028125,Abca4,-0.690335085,0.29645129,2.6565288714847,0.103125560754385281470035806705709546804428100585937500000000000000000000000000000,0.49261916162632540805432768138416577130556106567382812500000000000000000000000,NA,"ATP-binding cassette, sub-family A (ABC1), member 4"
8376,ENSMUSG00000038831,Ralgps1,0.325508665,2.33785276,2.6567091653330,0.103113869830149251782813735189847648143768310546875000000000000000000000000000000,0.49261916162632540805432768138416577130556106567382812500000000000000000000000,NA,Ral GEF with PH domain and SH3 binding motif 1
8267,ENSMUSG00000038507,Parp12,0.324923278,2.84530599,2.6556633177221,0.103181706685892854435948606806050520390272140502929687500000000000000000000000000,0.49272279433109839041904365330992732197046279907226562500000000000000000000000,NA,"poly (ADP-ribose) polymerase family, member 12"
5452,ENSMUSG00000029335,Bmp3,0.524308889,0.85848764,2.6543000703723,0.103270204395528794605318978483410319313406944274902343750000000000000000000000000,0.49298079548226064749982811008521821349859237670898437500000000000000000000000,NA,bone morphogenetic protein 3
11971,ENSMUSG00000069565,Dazap1,-0.229024249,4.75263155,2.6530900615604,0.103348823943583009721258747504180064424872398376464843750000000000000000000000000,0.49319148483187330578303431138920132070779800415039062500000000000000000000000,NA,DAZ associated protein 1
3966,ENSMUSG00000025899,Alkbh8,0.240929426,4.34928649,2.6511464275704,0.103475247495362132621465889315004460513591766357421875000000000000000000000000000,0.49363008328174423633427636559645179659128189086914062500000000000000000000000,NA,"alkB homolog 8, tRNA methyltransferase"
4657,ENSMUSG00000027550,Lrrcc1,0.304580296,3.05545995,2.6492463857513,0.103598999257890164726880755097226938232779502868652343750000000000000000000000000,0.49405564767800769221395285057951696217060089111328125000000000000000000000000,NA,leucine rich repeat and coiled-coil domain containing 1
296,ENSMUSG00000002210,Smg9,-0.274182360,3.32877162,2.6471661423529,0.103734673583979322697423697263729991391301155090332031250000000000000000000000000,0.49420829500268897982451221650990191847085952758789062500000000000000000000000,NA,SMG9 nonsense mediated mRNA decay factor
11338,ENSMUSG00000060181,Slc35e3,-0.307805585,2.70884253,2.6478249801550,0.103691682875437979349797501527064014226198196411132812500000000000000000000000000,0.49420829500268897982451221650990191847085952758789062500000000000000000000000,NA,"solute carrier family 35, member E3"
13563,ENSMUSG00000100113,Gm28592,-0.571837913,0.55275225,2.6472283104540,0.103730616136150519124292657124897232279181480407714843750000000000000000000000000,0.49420829500268897982451221650990191847085952758789062500000000000000000000000,NA,predicted gene 28592
13472,ENSMUSG00000097787,2700046G09Rik,-0.509863693,0.45258064,2.6462218203084,0.103796326843511282911336479628516826778650283813476562500000000000000000000000000,0.49433735148714563756300321983871981501579284667968750000000000000000000000000,NA,RIKEN cDNA 2700046G09 gene
9498,ENSMUSG00000044006,Cilp2,0.875697615,4.26534961,2.6440323375910,0.103939429045562553577397579829266760498285293579101562500000000000000000000000000,0.49485409927085077796959922125097364187240600585937500000000000000000000000000,NA,cartilage intermediate layer protein 2
6616,ENSMUSG00000032300,1700017B05Rik,-0.366235816,1.94011097,2.6420062144459,0.104072046728351727540307081198989180848002433776855468750000000000000000000000000,0.49499115806747140400290163597674109041690826416015625000000000000000000000000,NA,RIKEN cDNA 1700017B05 gene
9706,ENSMUSG00000045598,Zfp553,-0.265177439,3.28116712,2.6424118977350,0.104045478341194666538349622442183317616581916809082031250000000000000000000000000,0.49499115806747140400290163597674109041690826416015625000000000000000000000000,NA,zinc finger protein 553
11081,ENSMUSG00000057522,Spop,0.275778925,7.59654625,2.6427653984089,0.104022333473812483850551302566600497812032699584960937500000000000000000000000000,0.49499115806747140400290163597674109041690826416015625000000000000000000000000,NA,speckle-type BTB/POZ protein
3000,ENSMUSG00000022887,Masp1,0.592075262,1.94043852,2.6406269392947,0.104162431686462816915472728851455030962824821472167968750000000000000000000000000,0.49525634906243060084918283791921567171812057495117187500000000000000000000000,NA,mannan-binding lectin serine peptidase 1
11625,ENSMUSG00000063296,Tmem117,0.259730471,3.61331247,2.6357732847262,0.104481179651740668790083077510644216090440750122070312500000000000000000000000000,0.49627692838897208282844530913280323147773742675781250000000000000000000000000,NA,transmembrane protein 117
11651,ENSMUSG00000063550,Nup98,-0.222025592,4.79511344,2.6362367873142,0.104450694532864110652958800073974998667836189270019531250000000000000000000000000,0.49627692838897208282844530913280323147773742675781250000000000000000000000000,NA,nucleoporin 98
13061,ENSMUSG00000089832,Shkbp1,0.370068144,2.08105944,2.6360842961912,0.104460722980541875770654769439715892076492309570312500000000000000000000000000000,0.49627692838897208282844530913280323147773742675781250000000000000000000000000,NA,Sh3kbp1 binding protein 1
5542,ENSMUSG00000029528,Pxn,-0.263359417,6.82329150,2.6349386413671,0.104536099723545022888160360707843210548162460327148437500000000000000000000000000,0.49633822813301631260429758185637183487415313720703125000000000000000000000000,NA,paxillin
10258,ENSMUSG00000049807,Arhgap23,-0.245354734,4.04852264,2.6339954949858,0.104598197426437652945985234964609844610095024108886718750000000000000000000000000,0.49633822813301631260429758185637183487415313720703125000000000000000000000000,NA,Rho GTPase activating protein 23
11710,ENSMUSG00000064145,Arih2,-0.252764766,6.58566968,2.6342242717054,0.104583130826475481645054799173522042110562324523925781250000000000000000000000000,0.49633822813301631260429758185637183487415313720703125000000000000000000000000,NA,ariadne RBR E3 ubiquitin protein ligase 2
669,ENSMUSG00000005501,Usp40,-0.231042905,4.42158635,2.6305530807832,0.104825192607949493894814452232822077348828315734863281250000000000000000000000000,0.49641509444582854193583898450015112757682800292968750000000000000000000000000,NA,ubiquitin specific peptidase 40
4092,ENSMUSG00000026189,Pecr,-0.252498138,3.61436668,2.6295028344259,0.104894553994065983792971508137270575389266014099121093750000000000000000000000000,0.49641509444582854193583898450015112757682800292968750000000000000000000000000,NA,peroxisomal trans-2-enoyl-CoA reductase
5826,ENSMUSG00000030323,Ift122,0.379930163,2.98273293,2.6315717138541,0.104757967062640192090761104282137239351868629455566406250000000000000000000000000,0.49641509444582854193583898450015112757682800292968750000000000000000000000000,NA,intraflagellar transport 122
7028,ENSMUSG00000033644,Piwil2,0.472365848,0.99357445,2.6326438913242,0.104687258831851662255196799833356635645031929016113281250000000000000000000000000,0.49641509444582854193583898450015112757682800292968750000000000000000000000000,NA,piwi-like RNA-mediated gene silencing 2
7092,ENSMUSG00000033933,Vhl,-0.316095980,2.49287198,2.6295679721151,0.104890250645306964960568052447342779487371444702148437500000000000000000000000000,0.49641509444582854193583898450015112757682800292968750000000000000000000000000,NA,von Hippel-Lindau tumor suppressor
