,Ensembl,Symbol,s22mo_AR_M-s22mo_C_M_logFC,s22mo_AR_M-s22mo_C_M_logCPM,s22mo_AR_M-s22mo_C_M_LR,s22mo_AR_M-s22mo_C_M_PValue,s22mo_AR_M-s22mo_C_M_FDR,s22mo_AR_M-s22mo_C_M_Status,Description
3683,ENSMUSG00000025040,Fundc1,-0.006829231,4.2836497,0.004355127567,0.94738308774123969,0.998859716387,NA,FUN14 domain containing 1
3684,ENSMUSG00000025041,Nt5c2,0.175748780,3.2369010,1.891549480964,0.16902725905612370,0.998859716387,NA,"5'-nucleotidase, cytosolic II"
3685,ENSMUSG00000025044,Msr1,0.575590980,-0.4346575,1.626426022446,0.20219809335689487,0.998859716387,NA,macrophage scavenger receptor 1
3686,ENSMUSG00000025047,Pdcd11,0.134042008,4.5647819,1.824334096187,0.17679824236629479,0.998859716387,NA,programmed cell death 11
3687,ENSMUSG00000025049,Taf5,0.066583832,1.9060098,0.120267732881,0.72874429289500098,0.998859716387,NA,TATA-box binding protein associated factor 5
3688,ENSMUSG00000025050,Pcgf6,-0.152348044,2.3746586,0.799599557356,0.37121312225648884,0.998859716387,NA,polycomb group ring finger 6
3689,ENSMUSG00000025059,Gk,-0.067589565,1.0208879,0.059632686560,0.80707743892047257,0.998859716387,NA,glycerol kinase
3690,ENSMUSG00000025060,Slk,-0.074417619,6.2414264,0.763227333608,0.38232042019812906,0.998859716387,NA,STE20-like kinase
3691,ENSMUSG00000025066,Sfr1,0.084005892,5.6478852,0.880488322753,0.34806796664923367,0.998859716387,NA,SWI5 dependent recombination repair 1
3692,ENSMUSG00000025068,Gsto1,-0.130277086,4.6596527,1.905419432959,0.16747296441198642,0.998859716387,NA,glutathione S-transferase omega 1
3693,ENSMUSG00000025075,Habp2,-0.048891836,5.2691742,0.145354269807,0.70301511668758099,0.998859716387,NA,hyaluronic acid binding protein 2
3694,ENSMUSG00000025076,Casp7,0.135922838,1.3324443,0.414651502210,0.51961797836032064,0.998859716387,NA,caspase 7
3695,ENSMUSG00000025077,Dclre1a,0.290020481,2.0350359,2.533144426371,0.11147786865149402,0.998859716387,NA,DNA cross-link repair 1A
3696,ENSMUSG00000025078,Nhlrc2,-0.012392362,4.1482789,0.013596563267,0.90717362840625015,0.998859716387,NA,NHL repeat containing 2
3697,ENSMUSG00000025083,Afap1l2,0.144964708,1.7044652,0.348560143991,0.55492933143104028,0.998859716387,NA,actin filament associated protein 1-like 2
3698,ENSMUSG00000025085,Ablim1,-0.253403679,6.0399912,4.759316770598,0.02914011298507358,0.998859716387,NA,actin-binding LIM protein 1
3699,ENSMUSG00000025086,Trub1,0.166386378,2.9352766,1.442393937976,0.22975234179889287,0.998859716387,NA,TruB pseudouridine (psi) synthase family member 1
3700,ENSMUSG00000025089,Gfra1,0.003048340,2.5058497,0.000333722350,0.98542500036153091,0.998859716387,NA,glial cell line derived neurotrophic factor family receptor alpha 1
3701,ENSMUSG00000025092,Hspa12a,-0.155770266,3.1959137,0.838391751034,0.35985713624288468,0.998859716387,NA,heat shock protein 12A
3702,ENSMUSG00000025094,Slc18a2,0.241025985,0.4117419,0.531214354386,0.46609676671123701,0.998859716387,NA,"solute carrier family 18 (vesicular monoamine), member 2"
3703,ENSMUSG00000025102,3110040N11Rik,0.021551349,2.6408921,0.016033178124,0.89923943596595213,0.998859716387,NA,RIKEN cDNA 3110040N11 gene
3704,ENSMUSG00000025103,Btbd1,-0.002197847,7.8087975,0.000610632600,0.98028549588807656,0.998859716387,NA,BTB (POZ) domain containing 1
3705,ENSMUSG00000025104,Hdgfl3,0.013418053,2.5707981,0.005490657551,0.94093163378043798,0.998859716387,NA,HDGF like 3
3706,ENSMUSG00000025129,Ppp1r27,-0.289150537,6.2930282,4.694624249575,0.03025711402196982,0.998859716387,NA,"protein phosphatase 1, regulatory subunit 27"
3707,ENSMUSG00000025130,P4hb,0.020625556,7.5761692,0.053945695168,0.81633442719899740,0.998859716387,NA,"prolyl 4-hydroxylase, beta polypeptide"
3708,ENSMUSG00000025132,Arhgdia,-0.054761405,6.4872166,0.415096980366,0.51939375055444414,0.998859716387,NA,Rho GDP dissociation inhibitor (GDI) alpha
3709,ENSMUSG00000025133,Ints4,-0.057191919,4.4245634,0.285725308045,0.59297296669470956,0.998859716387,NA,integrator complex subunit 4
3710,ENSMUSG00000025134,Alyref,0.070552563,3.8447855,0.378515784382,0.53839863566835067,0.998859716387,NA,Aly/REF export factor
3711,ENSMUSG00000025135,Anapc11,-0.090056785,4.4142953,0.811681751240,0.36762350712931913,0.998859716387,NA,anaphase promoting complex subunit 11
3712,ENSMUSG00000025137,Pcyt2,0.007015900,4.5846025,0.004557643734,0.94617544407595267,0.998859716387,NA,"phosphate cytidylyltransferase 2, ethanolamine"
3713,ENSMUSG00000025138,Sirt7,0.112857144,2.8893656,0.460324350023,0.49747242678314252,0.998859716387,NA,sirtuin 7
3714,ENSMUSG00000025139,Tollip,-0.053528303,5.6137626,0.359734177493,0.54865390357517185,0.998859716387,NA,toll interacting protein
3715,ENSMUSG00000025140,Pycr1,0.057398828,1.5565416,0.074485347456,0.78491468250840069,0.998859716387,NA,pyrroline-5-carboxylate reductase 1
3716,ENSMUSG00000025141,Myadml2,-0.024061101,6.7401807,0.069501342530,0.79206421270174854,0.998859716387,NA,myeloid-associated differentiation marker-like 2
3717,ENSMUSG00000025142,Aspscr1,-0.019321296,4.7122286,0.034706109033,0.85221283473644194,0.998859716387,NA,"alveolar soft part sarcoma chromosome region, candidate 1 (human)"
3718,ENSMUSG00000025144,Cenpx,-0.076894884,3.5222978,0.431170288576,0.51141526354010036,0.998859716387,NA,centromere protein X
3719,ENSMUSG00000025145,Lrrc45,0.146202224,2.7913729,0.727622248605,0.39365499765366313,0.998859716387,NA,leucine rich repeat containing 45
3720,ENSMUSG00000025147,Mob2,-0.009267924,5.6091754,0.009728095563,0.92143116943443071,0.998859716387,NA,MOB kinase activator 2
3721,ENSMUSG00000025150,Cbr2,-0.010401288,4.7265040,0.008965951752,0.92456208600500367,0.998859716387,NA,carbonyl reductase 2
3722,ENSMUSG00000025151,Maged1,0.090360754,4.6555760,0.746738009391,0.38751096554939574,0.998859716387,NA,MAGE family member D1
3723,ENSMUSG00000025153,Fasn,0.385461664,5.3284142,3.223001075103,0.07261039512489557,0.998859716387,NA,fatty acid synthase
3724,ENSMUSG00000025154,Arhgap19,-0.058672862,3.8374900,0.182751404520,0.66901931207722098,0.998859716387,NA,Rho GTPase activating protein 19
3725,ENSMUSG00000025155,Dus1l,-0.075182958,4.9208866,0.623027908242,0.42992431690048161,0.998859716387,NA,dihydrouridine synthase 1-like (S. cerevisiae)
3726,ENSMUSG00000025156,Gps1,0.006140754,5.8414653,0.004782868806,0.94486362488937381,0.998859716387,NA,G protein pathway suppressor 1
3727,ENSMUSG00000025157,Zdhhc16,0.069949395,4.1884018,0.440374035972,0.50694197936725582,0.998859716387,NA,"zinc finger, DHHC domain containing 16"
3728,ENSMUSG00000025158,Rfng,0.062092408,3.7331494,0.309264754481,0.57813171215563630,0.998859716387,NA,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
3729,ENSMUSG00000025159,Mms19,-0.059718355,4.2614610,0.308971349692,0.57831209322744792,0.998859716387,NA,MMS19 cytosolic iron-sulfur assembly component
3730,ENSMUSG00000025161,Slc16a3,-0.230759616,8.2211529,5.183682169139,0.02279995685300740,0.998859716387,NA,"solute carrier family 16 (monocarboxylic acid transporters), member 3"
3731,ENSMUSG00000025162,Csnk1d,-0.022334766,6.3998583,0.060368041267,0.80591517914134281,0.998859716387,NA,"casein kinase 1, delta"
3732,ENSMUSG00000025169,Ogfod3,0.077012699,3.3098862,0.363906226781,0.54634478013332610,0.998859716387,NA,2-oxoglutarate and iron-dependent oxygenase domain containing 3
3733,ENSMUSG00000025170,Rab40b,-0.045679097,4.2262041,0.139331977318,0.70894602233071879,0.998859716387,NA,"Rab40B, member RAS oncogene family"
3734,ENSMUSG00000025171,Ubtd1,-0.058058546,3.8308246,0.234173042687,0.62844669645751472,0.998859716387,NA,ubiquitin domain containing 1
3736,ENSMUSG00000025173,Wdr45b,0.093358248,4.0994133,0.790626499381,0.37391075306775601,0.998859716387,NA,WD repeat domain 45B
3737,ENSMUSG00000025175,Fn3k,-0.166230725,3.3983700,1.555761818951,0.21228685201926387,0.998859716387,NA,fructosamine 3 kinase
3738,ENSMUSG00000025176,Hoga1,-0.146914557,0.7478687,0.285930233125,0.59284041470113247,0.998859716387,NA,4-hydroxy-2-oxoglutarate aldolase 1
3739,ENSMUSG00000025178,Pi4k2a,-0.073005618,4.6561009,0.463596179315,0.49594807243692129,0.998859716387,NA,phosphatidylinositol 4-kinase type 2 alpha
3740,ENSMUSG00000025184,R3hcc1l,0.003024286,3.5633235,0.000692984933,0.97899842817751892,0.998859716387,NA,R3H domain and coiled-coil containing 1 like
3741,ENSMUSG00000025185,Loxl4,0.195947308,0.7050973,0.461853510138,0.49675900445641813,0.998859716387,NA,lysyl oxidase-like 4
3742,ENSMUSG00000025188,Hps1,-0.301632519,0.6515460,1.272335948980,0.25932891449382817,0.998859716387,NA,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
3743,ENSMUSG00000025190,Got1,-0.193847517,8.2731073,3.457240004048,0.06297535073717790,0.998859716387,NA,"glutamic-oxaloacetic transaminase 1, soluble"
3744,ENSMUSG00000025192,Entpd7,-0.130335076,-0.3257632,0.121478698044,0.72743622323973700,0.998859716387,NA,ectonucleoside triphosphate diphosphohydrolase 7
3745,ENSMUSG00000025193,Cutc,0.024115922,4.0678165,0.045755115833,0.83062156611818516,0.998859716387,NA,cutC copper transporter
3746,ENSMUSG00000025195,Dnmbp,-0.029859241,4.4759381,0.081846523917,0.77481048106566119,0.998859716387,NA,dynamin binding protein
3747,ENSMUSG00000025196,Cpn1,0.161743524,-0.5530901,0.114396375047,0.73519338758963404,0.998859716387,NA,"carboxypeptidase N, polypeptide 1"
3748,ENSMUSG00000025197,Cyp2c23,0.426648968,-0.7205384,0.867591930665,0.35162282774388215,0.998859716387,NA,"cytochrome P450, family 2, subfamily c, polypeptide 23"
3749,ENSMUSG00000025198,Erlin1,-0.085031817,2.8772966,0.372965202692,0.54139239852125554,0.998859716387,NA,ER lipid raft associated 1
3750,ENSMUSG00000025199,Chuk,0.015215443,3.8793683,0.018990682394,0.89039320101101627,0.998859716387,NA,conserved helix-loop-helix ubiquitous kinase
3751,ENSMUSG00000025200,Cwf19l1,0.028650872,2.1874992,0.021931248390,0.88227014178775731,0.998859716387,NA,"CWF19-like 1, cell cycle control (S. pombe)"
3752,ENSMUSG00000025203,Scd2,-0.098081717,4.4060209,0.247712094925,0.61869068891146062,0.998859716387,NA,stearoyl-Coenzyme A desaturase 2
3753,ENSMUSG00000025204,Ndufb8,-0.064872452,7.8572652,0.500454080167,0.47930067123581233,0.998859716387,NA,NADH:ubiquinone oxidoreductase subunit B8
3754,ENSMUSG00000025207,Sema4g,0.218887720,-0.8659975,0.214454748397,0.64329800002298487,0.998859716387,NA,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (se"
3755,ENSMUSG00000025208,Mrpl43,-0.095087944,5.1020109,0.967451560039,0.32531657585952473,0.998859716387,NA,mitochondrial ribosomal protein L43
3756,ENSMUSG00000025209,Twnk,-0.140547244,5.0154361,2.220962016117,0.13614820070460154,0.998859716387,NA,twinkle mtDNA helicase
3757,ENSMUSG00000025212,Sfxn3,-0.005075393,3.6739376,0.001163925649,0.97278436702164428,0.998859716387,NA,sideroflexin 3
3758,ENSMUSG00000025213,Kazald1,0.090036559,1.7081060,0.159719361125,0.68941502561030577,0.998859716387,NA,Kazal-type serine peptidase inhibitor domain 1
3759,ENSMUSG00000025216,Lbx1,-0.007081979,6.4713300,0.005931238651,0.93861198179347927,0.998859716387,NA,ladybird homeobox 1
3760,ENSMUSG00000025217,Btrc,0.018154706,4.5883274,0.032329309872,0.85730681121694896,0.998859716387,NA,beta-transducin repeat containing protein
3761,ENSMUSG00000025218,Poll,-0.031393140,3.9050474,0.090452158776,0.76360311449923102,0.998859716387,NA,"polymerase (DNA directed), lambda"
3762,ENSMUSG00000025220,Oga,0.082618927,6.0799761,0.870989829185,0.35068142779131334,0.998859716387,NA,O-GlcNAcase
3763,ENSMUSG00000025223,Ldb1,-0.057178095,4.7917199,0.222979343606,0.63677912481663501,0.998859716387,NA,LIM domain binding 1
3764,ENSMUSG00000025224,Gbf1,-0.033760015,5.9681913,0.143068210872,0.70524964890773090,0.998859716387,NA,golgi-specific brefeldin A-resistance factor 1
3765,ENSMUSG00000025225,Nfkb2,-0.022351192,4.0497540,0.040327615533,0.84084138139950382,0.998859716387,NA,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100"
3766,ENSMUSG00000025226,Fbxl15,-0.057102100,1.9476230,0.097336209522,0.75505001169351738,0.998859716387,NA,F-box and leucine-rich repeat protein 15
3767,ENSMUSG00000025227,Mfsd13a,-0.396125069,1.2032303,2.975897018996,0.08451326454751112,0.998859716387,NA,major facilitator superfamily domain containing 13a
3768,ENSMUSG00000025228,Actr1a,-0.028878048,6.0946821,0.113468225669,0.73622963963075949,0.998859716387,NA,"ARP1 actin-related protein 1A, centractin alpha"
3769,ENSMUSG00000025229,Pitx3,-0.215951382,1.4865174,0.622011106781,0.43030092651883478,0.998859716387,NA,paired-like homeodomain transcription factor 3
3770,ENSMUSG00000025231,Sufu,0.039860853,3.0598552,0.072073431634,0.78834144750789292,0.998859716387,NA,SUFU negative regulator of hedgehog signaling
3771,ENSMUSG00000025232,Hexa,-0.042625702,5.6655768,0.224116862572,0.63592082153365270,0.998859716387,NA,hexosaminidase A
3772,ENSMUSG00000025234,Arih1,0.050211797,7.2429882,0.338699945357,0.56058060100654594,0.998859716387,NA,ariadne RBR E3 ubiquitin protein ligase 1
3773,ENSMUSG00000025235,Bbs4,0.128847060,2.6427453,0.700545182584,0.40260056562447610,0.998859716387,NA,Bardet-Biedl syndrome 4 (human)
3774,ENSMUSG00000025236,Adpgk,-0.051756163,3.9495446,0.230107536145,0.63144410352925084,0.998859716387,NA,ADP-dependent glucokinase
3775,ENSMUSG00000025237,Parp6,0.068097726,4.6004246,0.532782292270,0.46543946919651535,0.998859716387,NA,"poly (ADP-ribose) polymerase family, member 6"
3776,ENSMUSG00000025239,Limd1,-0.026797675,6.6860909,0.089913484268,0.76428717126695722,0.998859716387,NA,LIM domains containing 1
3777,ENSMUSG00000025240,Sacm1l,-0.011446638,5.0954840,0.011661517514,0.91400480945602702,0.998859716387,NA,SAC1 suppressor of actin mutations 1-like (yeast)
3778,ENSMUSG00000025241,Fyco1,0.036850400,8.4935539,0.065550225082,0.79792938526456436,0.998859716387,NA,FYVE and coiled-coil domain containing 1
3779,ENSMUSG00000025243,Slc6a20b,0.150015853,3.9306924,1.921294728869,0.16571400047231463,0.998859716387,NA,"solute carrier family 6 (neurotransmitter transporter), member 20B"
3780,ENSMUSG00000025245,Lztfl1,0.154766576,3.7445851,1.513438020681,0.21861522352947349,0.998859716387,NA,leucine zipper transcription factor-like 1
3781,ENSMUSG00000025246,Tbl1x,0.099696658,4.4708993,0.937703961906,0.33286902423894404,0.998859716387,NA,transducin (beta)-like 1 X-linked
3782,ENSMUSG00000025255,Zfhx4,0.022063778,3.3883042,0.023265354240,0.87876905130669636,0.998859716387,NA,zinc finger homeodomain 4
3783,ENSMUSG00000025260,Hsd17b10,-0.016644554,5.3336012,0.031465418888,0.85920603156080433,0.998859716387,NA,hydroxysteroid (17-beta) dehydrogenase 10
3784,ENSMUSG00000025261,Huwe1,-0.027274390,7.9216440,0.109243742434,0.74100677224782308,0.998859716387,NA,"HECT, UBA and WWE domain containing 1"
3785,ENSMUSG00000025262,Fam120c,-0.101244690,3.7367481,0.858572682629,0.35413842464366974,0.998859716387,NA,"family with sequence similarity 120, member C"
3786,ENSMUSG00000025264,Tsr2,-0.077989591,3.3123279,0.405612059235,0.52420509521987868,0.998859716387,NA,TSR2 20S rRNA accumulation
3787,ENSMUSG00000025265,Fgd1,-0.036919122,1.7827658,0.034237925226,0.85320163862375231,0.998859716387,NA,"FYVE, RhoGEF and PH domain containing 1"
3788,ENSMUSG00000025266,Gnl3l,0.084232246,5.2098066,0.739933035146,0.38968233018795972,0.998859716387,NA,guanine nucleotide binding protein-like 3 (nucleolar)-like
3789,ENSMUSG00000025268,Maged2,0.165738938,3.9018891,1.657463012618,0.19794621120000577,0.998859716387,NA,MAGE family member D2
3790,ENSMUSG00000025269,Apex2,-0.343226355,2.2664033,3.076735033301,0.07941980915677516,0.998859716387,NA,apurinic/apyrimidinic endonuclease 2
3791,ENSMUSG00000025270,Alas2,-0.820190517,2.7309201,4.858653373002,0.02750779859451295,0.998859716387,NA,"aminolevulinic acid synthase 2, erythroid"
3792,ENSMUSG00000025271,Pfkfb1,-0.079016993,4.9677297,0.645179166328,0.42184154492804576,0.998859716387,NA,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
3793,ENSMUSG00000025277,Abhd6,-0.058419058,3.0302052,0.150263361594,0.69828380750454566,0.998859716387,NA,abhydrolase domain containing 6
3794,ENSMUSG00000025278,Flnb,-0.160503212,4.7351761,2.087968368902,0.14846338987818175,0.998859716387,NA,"filamin, beta"
3795,ENSMUSG00000025279,Dnase1l3,-0.108432830,-0.5356078,0.054993039168,0.81459221687757422,0.998859716387,NA,deoxyribonuclease 1-like 3
3796,ENSMUSG00000025280,Polr3a,0.041645017,3.2971541,0.093332686709,0.75998233305028107,0.998859716387,NA,polymerase (RNA) III (DNA directed) polypeptide A
3797,ENSMUSG00000025283,Sat1,-0.020952944,4.1108525,0.029733915718,0.86309536108344076,0.998859716387,NA,spermidine/spermine N1-acetyl transferase 1
3798,ENSMUSG00000025287,Acot9,0.018709523,4.0332844,0.025805101185,0.87237721435199300,0.998859716387,NA,acyl-CoA thioesterase 9
3799,ENSMUSG00000025289,Prdx4,-0.039703827,2.1172520,0.043252510283,0.83525053443963693,0.998859716387,NA,peroxiredoxin 4
3800,ENSMUSG00000025290,Rps24,0.030202956,7.3692354,0.129856070302,0.71858131682161763,0.998859716387,NA,ribosomal protein S24
3801,ENSMUSG00000025314,Ptprj,-0.064953357,2.0775376,0.114890380103,0.73464375464900289,0.998859716387,NA,"protein tyrosine phosphatase, receptor type, J"
3802,ENSMUSG00000025316,Banp,-0.051867205,2.3133964,0.089497369450,0.76481712128732315,0.998859716387,NA,BTG3 associated nuclear protein
3803,ENSMUSG00000025321,Itgb8,-0.034431790,0.4106137,0.009183585604,0.92365477532039042,0.998859716387,NA,integrin beta 8
3804,ENSMUSG00000025323,Sp4,-0.015900088,3.3589148,0.015628273378,0.90051318507932954,0.998859716387,NA,trans-acting transcription factor 4
3805,ENSMUSG00000025324,Atp10a,-0.122738144,1.3140302,0.251563479274,0.61597632893283538,0.998859716387,NA,"ATPase, class V, type 10A"
3806,ENSMUSG00000025326,Ube3a,0.061718062,6.0388587,0.435833760935,0.50914020664517901,0.998859716387,NA,ubiquitin protein ligase E3A
3807,ENSMUSG00000025332,Kdm5c,-0.027183934,5.1554793,0.078919502297,0.77876704243733752,0.998859716387,NA,lysine (K)-specific demethylase 5C
3808,ENSMUSG00000025337,Sbds,-0.139584724,4.7843127,1.589247109983,0.20743373377663935,0.998859716387,NA,SBDS ribosome maturation factor
3809,ENSMUSG00000025340,Rabgef1,0.020063421,6.6251367,0.047349086119,0.82774199106452873,0.998859716387,NA,RAB guanine nucleotide exchange factor (GEF) 1
3810,ENSMUSG00000025348,Itga7,0.073718953,6.4875995,0.721359070825,0.39569847084046833,0.998859716387,NA,integrin alpha 7
3811,ENSMUSG00000025350,Rdh5,-0.382427278,1.0560050,1.986495033842,0.15870783735481958,0.998859716387,NA,retinol dehydrogenase 5
3812,ENSMUSG00000025351,Cd63,-0.016600411,6.9359366,0.037154989569,0.84714983242063846,0.998859716387,NA,CD63 antigen
3813,ENSMUSG00000025352,Gdf11,-0.006589809,3.1912568,0.001650980122,0.96758906984567794,0.998859716387,NA,growth differentiation factor 11
3814,ENSMUSG00000025353,Ormdl2,0.157172593,1.2282738,0.395564014177,0.52938912325836851,0.998859716387,NA,ORM1-like 2 (S. cerevisiae)
3815,ENSMUSG00000025354,Dnajc14,0.014973592,4.9958277,0.024860542019,0.87471505923046333,0.998859716387,NA,DnaJ heat shock protein family (Hsp40) member C14
3816,ENSMUSG00000025355,Mmp19,0.211377934,1.8581288,0.994802957373,0.31857131627386953,0.998859716387,NA,matrix metallopeptidase 19
3817,ENSMUSG00000025357,Dgka,0.125321780,3.3240291,0.964124981906,0.32614977514188664,0.998859716387,NA,"diacylglycerol kinase, alpha"
3818,ENSMUSG00000025358,Cdk2,0.229537828,1.8383944,1.318106819632,0.25093210017566769,0.998859716387,NA,cyclin-dependent kinase 2
3819,ENSMUSG00000025362,Rps26,-0.019639808,6.5287633,0.053957259717,0.81631509320015350,0.998859716387,NA,ribosomal protein S26
3820,ENSMUSG00000025364,Pa2g4,0.016097701,5.4547349,0.029289297784,0.86411276965444550,0.998859716387,NA,proliferation-associated 2G4
3821,ENSMUSG00000025366,Esyt1,-0.024323117,5.6081555,0.070634204394,0.79041560790125753,0.998859716387,NA,extended synaptotagmin-like protein 1
3822,ENSMUSG00000025369,Smarcc2,0.030759676,6.1235244,0.111843280100,0.73805526792670029,0.998859716387,NA,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"
3823,ENSMUSG00000025371,Chmp6,0.003904473,4.8011181,0.001389237771,0.97026774795905602,0.998859716387,NA,charged multivesicular body protein 6
3824,ENSMUSG00000025372,Baiap2,-0.183667028,1.9476264,0.783174901926,0.37617189735435497,0.998859716387,NA,brain-specific angiogenesis inhibitor 1-associated protein 2
3825,ENSMUSG00000025373,Rnf41,-0.100670498,3.8692015,0.686225712169,0.40745113048136761,0.998859716387,NA,ring finger protein 41
3826,ENSMUSG00000025374,Nabp2,-0.004013285,5.0195763,0.001227316564,0.97205336451418978,0.998859716387,NA,nucleic acid binding protein 2
3827,ENSMUSG00000025375,Aatk,-0.159005902,3.5480432,0.398008468351,0.52811956304277441,0.998859716387,NA,apoptosis-associated tyrosine kinase
3828,ENSMUSG00000025377,Tepsin,0.013447138,2.6381650,0.005697567117,0.93983103523084222,0.998859716387,NA,"TEPSIN, adaptor related protein complex 4 accessory protein"
3829,ENSMUSG00000025380,Fscn2,0.041381027,1.3558829,0.020140224294,0.88714615224382909,0.998859716387,NA,fascin actin-bundling protein 2
3830,ENSMUSG00000025381,Cnpy2,0.022339087,4.4200058,0.050598069119,0.82202583777333893,0.998859716387,NA,canopy FGF signaling regulator 2
3831,ENSMUSG00000025384,Faap100,-0.178771728,3.7036334,1.901318616587,0.16793079813275494,0.998859716387,NA,Fanconi anemia core complex associated protein 100
3832,ENSMUSG00000025393,Atp5b,-0.077987760,11.4074851,0.628929974457,0.42774807809950655,0.998859716387,NA,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit"
3833,ENSMUSG00000025395,Prim1,-0.335349547,0.1116281,1.062544541006,0.30263555085150329,0.998859716387,NA,"DNA primase, p49 subunit"
3834,ENSMUSG00000025402,Nab2,0.213876660,2.3749278,1.607906992197,0.20478626421339727,0.998859716387,NA,Ngfi-A binding protein 2
3835,ENSMUSG00000025403,Shmt2,-0.063437839,4.8547991,0.423339760232,0.51527525574329325,0.998859716387,NA,serine hydroxymethyltransferase 2 (mitochondrial)
3836,ENSMUSG00000025404,R3hdm2,-0.008051598,7.0529229,0.009315737242,0.92310912558462921,0.998859716387,NA,R3H domain containing 2
3837,ENSMUSG00000025407,Gli1,-0.045503109,1.4117262,0.024097379313,0.87663739208731972,0.998859716387,NA,GLI-Kruppel family member GLI1
3838,ENSMUSG00000025408,Ddit3,0.284917092,3.5002933,5.011154314731,0.02518450928104858,0.998859716387,NA,DNA-damage inducible transcript 3
3839,ENSMUSG00000025409,Mbd6,0.178188049,4.3952037,2.336956732778,0.12633615189659417,0.998859716387,NA,methyl-CpG binding domain protein 6
3840,ENSMUSG00000025410,Dctn2,0.045578938,6.3854073,0.295431586520,0.58676068257556413,0.998859716387,NA,dynactin 2
3841,ENSMUSG00000025413,Ttc4,-0.037011288,4.9064519,0.152665500223,0.69600101464437092,0.998859716387,NA,tetratricopeptide repeat domain 4
3842,ENSMUSG00000025417,Pip4k2c,-0.015511148,4.2432195,0.014894961450,0.90286344653305717,0.998859716387,NA,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"
3843,ENSMUSG00000025420,Katnal2,-0.179179872,1.0483123,0.316358419826,0.57380436401990609,0.998859716387,NA,katanin p60 subunit A-like 2
3844,ENSMUSG00000025421,Hdhd2,-0.037754649,5.4702572,0.183309292039,0.66854457760758668,0.998859716387,NA,haloacid dehalogenase-like hydrolase domain containing 2
3845,ENSMUSG00000025422,Agap2,0.076969901,2.5876763,0.231464362631,0.63044014513930124,0.998859716387,NA,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
3846,ENSMUSG00000025423,Pias2,0.080727309,5.4018039,0.743921138975,0.38840768548072785,0.998859716387,NA,protein inhibitor of activated STAT 2
3847,ENSMUSG00000025425,St8sia5,0.052274249,5.2789626,0.151604488379,0.69700674318499456,0.998859716387,NA,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
3848,ENSMUSG00000025428,Atp5a1,-0.062584024,11.1408934,0.409006252253,0.52247432383510095,0.998859716387,NA,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1"
3849,ENSMUSG00000025429,Pstpip2,0.066190937,5.9606635,0.528606701279,0.46719322086101917,0.998859716387,NA,proline-serine-threonine phosphatase-interacting protein 2
3850,ENSMUSG00000025432,Avil,0.027928525,3.1904012,0.029899012229,0.86271957062034144,0.998859716387,NA,advillin
3851,ENSMUSG00000025436,Atp23,0.047850841,0.3556254,0.014449899006,0.90431859236996082,0.998859716387,NA,ATP23 metallopeptidase and ATP synthase assembly factor homolog
3852,ENSMUSG00000025437,Usp33,-0.002842824,4.5326915,0.000709582460,0.97874847312845736,0.998859716387,NA,ubiquitin specific peptidase 33
3853,ENSMUSG00000025439,Clns1a,-0.017045495,4.2831105,0.026895540120,0.86973224756377343,0.998859716387,NA,"chloride channel, nucleotide-sensitive, 1A"
3854,ENSMUSG00000025450,Gm9752,0.362354975,-0.5011558,0.812650401575,0.36733781709742030,0.998859716387,NA,predicted gene 9752
3855,ENSMUSG00000025451,Paip1,-0.032107400,5.4965944,0.125582031619,0.72305745423271950,0.998859716387,NA,polyadenylate binding protein-interacting protein 1
3856,ENSMUSG00000025453,Nnt,0.140888132,6.2335156,0.904243473498,0.34164642248072574,0.998859716387,NA,nicotinamide nucleotide transhydrogenase
3857,ENSMUSG00000025464,Paox,0.039220026,2.8511373,0.064806771039,0.79905388804278221,0.998859716387,NA,polyamine oxidase (exo-N4-amino)
3858,ENSMUSG00000025465,Echs1,-0.062186677,6.5980155,0.485386524937,0.48599251970285723,0.998859716387,NA,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
3859,ENSMUSG00000025466,Fuom,-0.140659489,3.3539658,1.109215204257,0.29225260933497210,0.998859716387,NA,fucose mutarotase
3860,ENSMUSG00000025470,Zfp511,0.113589727,2.4816156,0.408174643053,0.52289744137829852,0.998859716387,NA,zinc finger protein 511
3861,ENSMUSG00000025473,Adam8,-0.459138744,-0.0405365,1.272561577805,0.25928667917691450,0.998859716387,NA,a disintegrin and metallopeptidase domain 8
3862,ENSMUSG00000025474,Tubgcp2,-0.123391728,4.6918074,1.673021271550,0.19585434827576290,0.998859716387,NA,"tubulin, gamma complex associated protein 2"
